Number of Active Borrowers on 9th Jan 06       __________,
Registration Branch:    1  OUTER WEST LIBRARY,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,327
JUNIOR,130
TEMPORARY TICKET,6
STAFF,10
VIDEO,22
PSEUD,6
CARER,3
WORKER,2
CLASS VISITS,59
BOOKSTART,383
LIBRARY MAINTENANCE,9
SURE START WESTGATE,1
HOUSEBOUND READER,1
SURE START ARMSTRONG,1
SURE START COWGATE AND BLAKELAW,6
SURE START NEWBIGGIN HALL,6
SURE START NORTH MOOR,2
18+,4009
0-5,31
6-13,1016
14-15,136
16-17,98
Number of Borrowers        __________,
Active at this Branch:           6264,
----------,
- 2 -,
09/01/06                     Report: reg_active_borrow,ers
Registration Branch:    2  GOSFORTH,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,598
JUNIOR,189
TEMPORARY TICKET,1
SUBSCRIPTION,1
STAFF,9
PSEUD,3
CARER,6
BOOKFRIEND,1
MINIBUS,28
HOMES,1
WORKER,10
CLASS VISITS,18
BOOKSTART,542
LIBRARY MAINTENANCE,15
RESERVATIONS,1
SAINSBURYS BORN TO READ,1
SURE START EAST,2
SURE START ARMSTRONG,1
SURE START NORTH MOOR,37
LIFELONG LEARNING,1
18+,4712
0-5,13
6-13,1117
14-15,148
16-17,153
Number of Borrowers        __________,
Active at this Branch:           7608,
----------,
- 4 -,
09/01/06                     Report: reg_active_borrow,ers
Registration Branch:    3  FENHAM,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,302
JUNIOR,117
STUDENT,1
TEMPORARY TICKET,1
STAFF,6
PSEUD,7
CARER,1
BOOKFRIEND,4
MINIBUS,1
WORKER,4
CLASS VISITS,11
BOOKSTART,200
EAZ BORN TO READ,3
LIBRARY MAINTENANCE,3
PLAYGROUPS,1
SURE START WESTGATE,11
SURE START EAST,5
SURE START FOSSWAY,1
SURE START ARMSTRONG,3
SURE START COWGATE AND BLAKELAW,10
SURE START NEWBIGGIN HALL,3
LIFELONG LEARNING,1
18+,1797
0-5,17
6-13,603
14-15,127
16-17,94
Number of Borrowers        __________,
Active at this Branch:           3334,
----------,
- 6 -,
09/01/06                     Report: reg_active_borrow,ers
Registration Branch:    4  JESMOND,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,318
JUNIOR,100
STAFF,8
VIDEO,1
PSEUD,7
CARER,1
WORKER,2
CLASS VISITS,3
BOOKSTART,249
EAZ BORN TO READ,6
LIBRARY MAINTENANCE,5
PLAYGROUPS,1
Dfee BORN TO READ,3
SAINSBURYS BORN TO READ,11
SURE START WESTGATE,9
SURE START EAST,3
SURE START FOSSWAY,1
SURE START ARMSTRONG,4
SURE START COWGATE AND BLAKELAW,2
SURE START NEWBIGGIN HALL,1
SURE START NORTH MOOR,4
18+,2248
0-5,129
6-13,397
14-15,47
16-17,31
Number of Borrowers        __________,
Active at this Branch:           3591,
----------,
- 8 -,
09/01/06                     Report: reg_active_borrow,ers
Registration Branch:    5  KENTON,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,99
JUNIOR,42
STAFF,3
CARER,3
MINIBUS,7
CORPORATE,2
CLASS VISITS,8
BOOKSTART,67
LIBRARY MAINTENANCE,5
PLAYGROUPS,1
SURE START ARMSTRONG,1
SURE START COWGATE AND BLAKELAW,2
SURE START NEWBIGGIN HALL,1
SURE START NORTH MOOR,120
18+,1135
0-5,3
6-13,440
14-15,105
16-17,70
Number of Borrowers        __________,
Active at this Branch:           2114,
----------,
- 9 -,
09/01/06                     Report: reg_active_borrow,ers
Registration Branch:    6  WALKER,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,161
JUNIOR,47
UNREGISTERED BORROWER,1
TEMPORARY TICKET,2
STAFF,5
PSEUD,6
CARER,1
MINIBUS,6
WORKER,2
CLASS VISITS,9
BOOKSTART,43
LIBRARY MAINTENANCE,1
SURE START EAST,81
SURE START FOSSWAY,53
SURE START NORTH MOOR,2
18+,1038
0-5,10
6-13,390
14-15,61
16-17,43
Number of Borrowers        __________,
Active at this Branch:           1962,
----------,
- 10 -,
09/01/06                     Report: reg_active_borrow,ers
Registration Branch:    7  HIGH HEATON,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,261
JUNIOR,88
TEMPORARY TICKET,1
STAFF,3
PSEUD,6
CARER,5
MINIBUS,17
WORKER,2
BOOKSTART,77
PLAYGROUPS,3
18+,723
0-5,10
6-13,218
14-15,27
16-17,28
Number of Borrowers        __________,
Active at this Branch:           1469,
----------,
- 11 -,
09/01/06                     Report: reg_active_borrow,ers
Registration Branch:    9  BENWELL,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,114
JUNIOR,63
TEMPORARY TICKET,1
STAFF,2
PSEUD,1
CARER,1
MINIBUS,11
WORKER,2
CLASS VISITS,12
BOOKSTART,59
PLAYGROUPS,2
SURE START WESTGATE,13
SURE START EAST,1
SURE START ARMSTRONG,220
SURE START COWGATE AND BLAKELAW,2
18+,985
0-5,2
6-13,511
14-15,95
16-17,54
Number of Borrowers        __________,
Active at this Branch:           2151,
----------,
- 12 -,
09/01/06                     Report: reg_active_borrow,ers
Registration Branch:   10  BYKER,
,Number of
Borrower Category,Borrowers
-------- --------,---------
BOOKSTART,2
SURE START EAST,2
HOUSEBOUND READER,2
SURE START ARMSTRONG,1
SURE START COWGATE AND BLAKELAW,1
SURE START NEWBIGGIN HALL,1
SURE START NORTH MOOR,8
6-13,1
Number of Borrowers        __________,
Active at this Branch:             18,
----------,
- 13 -,
09/01/06                     Report: reg_active_borrow,ers
Registration Branch:   11  NEWBIGGIN HALL,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,86
JUNIOR,47
SUBSCRIPTION,1
STAFF,2
WORKER,1
CLASS VISITS,8
BOOKSTART,45
LIBRARY MAINTENANCE,1
PLAYGROUPS,1
HOUSEBOUND READER,1
SURE START COWGATE AND BLAKELAW,6
SURE START NEWBIGGIN HALL,125
SURE START NORTH MOOR,1
18+,618
0-5,5
6-13,253
