02/12/08                     Report: reg_active_borrow,ers2
Registration Branch:    1  OUTER WEST LIBRARY,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,176
JUNIOR,81
TEMPORARY TICKET,12
STAFF,12
VIDEO,4
PSEUD,5
CARER,5
BOOKFRIEND,6
WORKER,1
CLASS VISITS,49
BOOKSTART,612
LIBRARY MAINTENANCE,7
SURE START WESTGATE,2
READING SCHEME,1
SURE START RIVERSIDE,5
SURE START COWGATE AND BLAKELAW,5
SURE START NEWBIGGIN HALL,13
18+,3909
0-5,18
6-13,958
14-15,168
16-17,99
LEISUREPLUS CARD ADULT,14
VISUALLY IMPAIRED,2
Number of Borrowers        __________,
Active at this Branch:           6164,
----------,
- 3 -,
02/12/08                     Report: reg_active_borrow,ers2
Registration Branch:    2  GOSFORTH,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,160
JUNIOR,21
STUDENT,1
TEMPORARY TICKET,7
SUBSCRIPTION,1
STAFF,13
PSEUD,10
CARER,5
MINIBUS,27
HOMES,1
WORKER,2
CORPORATE,1
CLASS VISITS,39
BOOKSTART,1121
LIBRARY MAINTENANCE,19
PLAYGROUPS,1
SURE START COWGATE AND BLAKELAW,2
SURE START NORTH MOOR,82
18+,6787
0-5,29
6-13,1742
14-15,212
16-17,199
LEISUREPLUS CARD ADULT,17
VISUALLY IMPAIRED,5
LEISUREPLUS JUNIOR 6 to 15,1
Number of Borrowers        __________,
Active at this Branch:          10505,
----------,
- 5 -,
02/12/08                     Report: reg_active_borrow,ers2
Registration Branch:    3  FENHAM,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,111
JUNIOR,27
TEMPORARY TICKET,30
STAFF,12
PSEUD,5
CARER,2
BOOKFRIEND,1
MINIBUS,2
CLASS VISITS,20
BOOKSTART,448
EAZ BORN TO READ,1
LIBRARY MAINTENANCE,7
SURE START WESTGATE,15
SURE START EAST,1
SURE START FOSSWAY,1
READING SCHEME,1
SURE START RIVERSIDE,35
SURE START COWGATE AND BLAKELAW,26
SURE START NEWBIGGIN HALL,1
SURE START NORTH MOOR,4
18+,2429
0-5,28
6-13,807
14-15,106
16-17,92
LEISUREPLUS CARD ADULT,2
Number of Borrowers        __________,
Active at this Branch:           4214,
----------,
- 7 -,
02/12/08                     Report: reg_active_borrow,ers2
Registration Branch:    4  JESMOND,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,211
JUNIOR,18
TEMPORARY TICKET,8
STAFF,8
PSEUD,13
CLASS VISITS,1
BOOKSTART,342
EAZ BORN TO READ,1
LIBRARY MAINTENANCE,7
PLAYGROUPS,1
SAINSBURYS BORN TO READ,1
SURE START WESTGATE,3
SURE START FOSSWAY,1
READING SCHEME,1
SURE START RIVERSIDE,1
SURE START NORTH MOOR,1
18+,3296
0-5,19
6-13,579
14-15,56
16-17,53
LEISUREPLUS CARD ADULT,9
VISUALLY IMPAIRED,1
Number of Borrowers        __________,
Active at this Branch:           4631,
----------,
- 8 -,
02/12/08                     Report: reg_active_borrow,ers2
Registration Branch:    5  KENTON,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,42
JUNIOR,5
TEMPORARY TICKET,1
STAFF,1
PSEUD,1
CARER,2
BOOKFRIEND,2
MINIBUS,5
CLASS VISITS,8
BOOKSTART,174
LIBRARY MAINTENANCE,13
