04/01/10                     Report: reg_active_borrow,ers2,
Registration Branch:    1  OUTER WEST LIBRARY,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,145,0
JUNIOR,11,0
TEMPORARY TICKET,1,0
STAFF,17,0
VIDEO,1,0
PSEUD,5,0
CARER,2,0
BOOKFRIEND,3,0
HOMES,1,0
CLASS VISITS,41,0
BOOKSTART,605,0
LIBRARY MAINTENANCE,8,0
SURE START WESTGATE,1,0
READING SCHEME,1,0
SURE START RIVERSIDE,2,0
SURE START COWGATE AND BLAKELAW,3,0
SURE START NEWBIGGIN HALL,11,0
SURE START NORTH MOOR,1,0
LIFELONG LEARNING,1,0
18+,4901,0
0-5,39,0
6-13,1066,0
14-15,156,0
16-17,172,0
LEISUREPLUS CARD ADULT,23,0
VISUALLY IMPAIRED,4,0
LEISUREPLUS JUNIOR 6 to 15,2,0
NON AUDIO ADULT,90,0
NON AUDIO JUNIOR,6,0
Number of Borrowers        __________,,1
Active at this Branch:           7319,,1
----------,,1
- 3 -,,1
04/01/10                     Report: reg_active_borrow,ers2,0
Registration Branch:    2  GOSFORTH,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,100,0
JUNIOR,11,0
STAFF,17,0
PSEUD,10,0
CARER,4,0
BOOKFRIEND,1,0
MINIBUS,28,0
HOMES,1,0
WORKER,1,0
CORPORATE,1,0
CLASS VISITS,34,0
BOOKSTART,1102,0
LIBRARY MAINTENANCE,14,0
PLAYGROUPS,1,0
SURE START COWGATE AND BLAKELAW,2,0
SURE START NORTH MOOR,42,0
LIFELONG LEARNING,1,0
18+,6752,0
0-5,22,0
6-13,1653,0
14-15,238,0
16-17,219,0
LEISUREPLUS CARD ADULT,24,0
VISUALLY IMPAIRED,4,0
LEISUREPLUS JUNIOR 6 to 15,2,0
NON AUDIO ADULT,90,0
NON AUDIO JUNIOR,12,0
Number of Borrowers        __________,,1
Active at this Branch:          10386,,1
----------,,1
- 5 -,,1
04/01/10                     Report: reg_active_borrow,ers2,0
Registration Branch:    3  FENHAM,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,67,0
JUNIOR,14,0
TEMPORARY TICKET,1,0
STAFF,13,0
PSEUD,6,0
CARER,3,0
BOOKFRIEND,1,0
MINIBUS,2,0
WORKER,1,0
CLASS VISITS,29,0
BOOKSTART,469,0
LIBRARY MAINTENANCE,7,0
PLAYGROUPS,3,0
SURE START WESTGATE,9,0
SURE START EAST,1,0
HOUSEBOUND READER,1,0
SURE START RIVERSIDE,14,0
SURE START COWGATE AND BLAKELAW,11,0
LIFELONG LEARNING,1,0
18+,2743,0
0-5,20,0
6-13,850,0
14-15,147,0
16-17,124,0
LEISUREPLUS CARD ADULT,5,0
VISUALLY IMPAIRED,1,0
NON AUDIO ADULT,44,0
Number of Borrowers        __________,,1
Active at this Branch:           4587,,1
----------,,1
- 7 -,,1
04/01/10                     Report: reg_active_borrow,ers2,0
Registration Branch:    4  JESMOND,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,75,0
JUNIOR,10,0
TEMPORARY TICKET,1,0
STAFF,9,0
PSEUD,10,0
WORKER,2,0
CLASS VISITS,2,0
BOOKSTART,265,0
LIBRARY MAINTENANCE,10,0
PLAYGROUPS,1,0
SURE START WESTGATE,2,0
SURE START EAST,1,0
18+,3520,0
0-5,18,0
6-13,631,0
14-15,64,0
16-17,60,0
LEISUREPLUS CARD ADULT,7,0
VISUALLY IMPAIRED,2,0
LEISUREPLUS JUNIOR 16-17,1,0
NON AUDIO ADULT,62,0
NON AUDIO JUNIOR,2,0
Number of Borrowers        __________,,1
Active at this Branch:           4755,,1
----------,,1
- 8 -,,1
04/01/10                     Report: reg_active_borrow,ers2,0
Registration Branch:    5  KENTON,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,34,0
JUNIOR,11,0
STAFF,4,0
PSEUD,2,0
CARER,2,0
BOOKFRIEND,2,0
MINIBUS,3,0
CLASS VISITS,19,0
BOOKSTART,262,0
LIBRARY MAINTENANCE,12,0
PLAYGROUPS,2,0
SURE START COWGATE AND BLAKELAW,7,0
SURE START NEWBIGGIN HALL,3,0
SURE START NORTH MOOR,160,0
18+,1489,0
0-5,5,0
6-13,550,0
14-15,89,0
16-17,90,0
LEISUREPLUS CARD ADULT,3,0
LEISUREPLUS JUNIOR 16-17,1,0
NON AUDIO ADULT,49,0
NON AUDIO JUNIOR,2,0
Number of Borrowers        __________,,1
Active at this Branch:           2801,,1
----------,,1
- 9 -,,1
04/01/10                     Report: reg_active_borrow,ers2,0
Registration Branch:    6  WALKER,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,30,0
JUNIOR,6,0
STAFF,3,0
PSEUD,3,0
CARER,1,0
WORKER,1,0
CLASS VISITS,22,0
BOOKSTART,247,0
LIBRARY MAINTENANCE,9,0
SURE START EAST,110,0
SURE START FOSSWAY,49,0
LIFELONG LEARNING,1,0
18+,1431,0
0-5,7,0
6-13,502,0
14-15,66,0
16-17,54,0
LEISUREPLUS CARD ADULT,3,0
LEISUREPLUS JUNIOR 6 to 15,1,0
NON AUDIO ADULT,26,0
NON AUDIO JUNIOR,4,0
Number of Borrowers        __________,,1
Active at this Branch:           2576,,1
----------,,1
- 10 -,,1
