Registration Branch:    1  DENTON PARK,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,4448
JUNIOR,1163
STUDENT,3
TEMPORARY TICKET,1
SUBSCRIPTION,1
STAFF,12
VIDEO,544
PSEUD,4
BUSINESS PICTURES,7
MINIBUS,1
PICTURE BORROWERS,53
WORKER,26
CLASS VISITS,23
BORN TO READ,21
EAZ BORN TO READ,176
BLAKELAW EAZ,1
LIBRARY MAINTENANCE,8
Dfee BORN TO READ,3
DENTON PARK EAZ,50
SAINSBURYS BORN TO READ,11
BORN TO READ SURE START WEST,1
Number of Borrowers        __________,
Active at this Branch:           6557,
----------,
-   2 -,
03/04/02                     Report: reg_active_bor,rowers
Registration Branch:    2  GOSFORTH,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,5723
JUNIOR,1759
STUDENT,14
TEMPORARY TICKET,9
SUBSCRIPTION,14
STAFF,3
PSEUD,4
CHILDMINDER,7
BOOKFRIEND,1
MINIBUS,38
HOMES,1
WORKER,249
CLASS VISITS,5
BORN TO READ,1
LIBRARY MAINTENANCE,24
SAINSBURYS BORN TO READ,32
READING SCHEME,16
Number of Borrowers        __________,
Active at this Branch:           7900,
----------,
-   3 -,
03/04/02                     Report: reg_active_bor,rowers
Registration Branch:    3  FENHAM,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,2455
JUNIOR,964
STUDENT,6
TEMPORARY TICKET,2
STAFF,2
PSEUD,74
CHILDMINDER,4
BOOKFRIEND,3
WORKER,14
CLASS VISITS,15
BORN TO READ,1043
EAZ BORN TO READ,273
LIBRARY MAINTENANCE,1
PLAYGROUPS,1
SAINSBURYS BORN TO READ,1
BORN TO READ SURE START WEST,2
BORN TO READ SURE START EAST,747
BORN TO READ EYDCP,469
Number of Borrowers        __________,
Active at this Branch:           6076,
----------,
-   4 -,
03/04/02                     Report: reg_active_bor,rowers
Registration Branch:    4  JESMOND,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,2481
JUNIOR,970
STUDENT,11
TEMPORARY TICKET,2
SUBSCRIPTION,2
STAFF,1
PSEUD,9
MINIBUS,1
WORKER,57
CLASS VISITS,3
BORN TO READ,7
EAZ BORN TO READ,62
LIBRARY MAINTENANCE,1
PLAYGROUPS,1
Dfee BORN TO READ,93
SAINSBURYS BORN TO READ,175
BORN TO READ SURE START WEST,545
BORN TO READ SURE START EAST,1
READING SCHEME,1
Number of Borrowers        __________,
Active at this Branch:           4423,
----------,
-   5 -,
03/04/02                     Report: reg_active_bor,rowers
Registration Branch:    5  KENTON,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,1177
JUNIOR,570
STAFF,2
PSEUD,2
CHILDMINDER,3
MINIBUS,14
WORKER,3
CLASS VISITS,10
BORN TO READ,133
EAZ BORN TO READ,1
Dfee BORN TO READ,1
SAINSBURYS BORN TO READ,24
READING SCHEME,10
Number of Borrowers        __________,
Active at this Branch:           1950,
----------,
-   6 -,
03/04/02                     Report: reg_active_bor,rowers
Registration Branch:    6  WALKER,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,1801
JUNIOR,713
UNREGISTERED BORROWER,1
TEMPORARY TICKET,1
PSEUD,4
WORKER,8
CLASS VISITS,6
BORN TO READ,1
EAZ BORN TO READ,3
LIBRARY MAINTENANCE,1
SAINSBURYS BORN TO READ,59
BORN TO READ SURE START WEST,7
BORN TO READ SURE START EAST,20
Number of Borrowers        __________,
Active at this Branch:           2625,
----------,
-   7 -,
03/04/02                     Report: reg_active_bor,rowers
Registration Branch:    7  HIGH HEATON,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,1307
JUNIOR,457
STUDENT,12
TEMPORARY TICKET,2
STAFF,1
PSEUD,4
CHILDMINDER,4
MINIBUS,16
WORKER,3
CLASS VISITS,4
BORN TO READ,1
Number of Borrowers        __________,
Active at this Branch:           1811,
----------,
-   8 -,
03/04/02                     Report: reg_active_bor,rowers
Registration Branch:    9  BENWELL,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,985
JUNIOR,451
STUDENT,1
STAFF,1
BOOKFRIEND,3
MINIBUS,5
WORKER,12
CLASS VISITS,8
BORN TO READ,15
EAZ BORN TO READ,19
Dfee BORN TO READ,10
BORN TO READ SURE START WEST,9
BORN TO READ EYDCP,2
Number of Borrowers        __________,
Active at this Branch:           1521,
----------,
-   9 -,
03/04/02                     Report: reg_active_bor,rowers
Registration Branch:   11  NEWBIGGIN HALL,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,927
JUNIOR,329
PSEUD,1
HOMES,1
WORKER,5
CLASS VISITS,6
BORN TO READ,2
EAZ BORN TO READ,31
BLAKELAW EAZ,2
LIBRARY MAINTENANCE,1
NEWBIGGIN HALL EAZ,90
Number of Borrowers        __________,
Active at this Branch:           1395,
----------,
-  10 -,
03/04/02                     Report: reg_active_bor,rowers
Registration Branch:   12  NEWBURN,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,934
JUNIOR,418
STUDENT,1
TEMPORARY TICKET,6
STAFF,1
WORKER,1
CLASS VISITS,1
BORN TO READ,1
EAZ BORN TO READ,1
BLAKELAW EAZ,9
LIBRARY MAINTENANCE,1
DENTON PARK EAZ,31
SAINSBURYS BORN TO READ,4
NEWBIGGIN HALL EAZ,99
Number of Borrowers        __________,
Active at this Branch:           1508,
----------,
-  11 -,
03/04/02                     Report: reg_active_bor,rowers
Registration Branch:   13  BLAKELAW,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,357
JUNIOR,111
STAFF,1
PSEUD,1
WORKER,1
CLASS VISITS,8
BORN TO READ,2
EAZ BORN TO READ,66
BLAKELAW EAZ,162
LIBRARY MAINTENANCE,1
Number of Borrowers        __________,
Active at this Branch:            710,
----------,
-  12 -,
03/04/02                     Report: reg_active_bor,rowers
Registration Branch:   14  CRUDDAS PARK,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,552
JUNIOR,192
STUDENT,1
PSEUD,1
BOOKFRIEND,1
WORKER,12
CLASS VISITS,14
SAINSBURYS BORN TO READ,5
BORN TO READ SURE START WEST,2
Number of Borrowers        __________,
Active at this Branch:            780,
----------,
-  13 -,
03/04/02                     Report: reg_active_bor,rowers
Registration Branch:   15  FAWDON,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,315
JUNIOR,139
PSEUD,1
CLASS VISITS,31
READING SCHEME,21
Number of Borrowers        __________,
Active at this Branch:            507,
----------,
-  14 -,
03/04/02                     Report: reg_active_bor,rowers
Registration Branch:   16  WALKERVILLE,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,249
JUNIOR,125
STUDENT,1
STAFF,1
PSEUD,4
WORKER,2
CLASS VISITS,183
Number of Borrowers        __________,
Active at this Branch:            565,
----------,
-  15 -,
03/04/02                     Report: reg_active_bor,rowers
Registration Branch:   17  SCOTSWOOD,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,129
JUNIOR,140
PSEUD,2
WORKER,7
CLASS VISITS,3
Number of Borrowers        __________,
Active at this Branch:            281,
----------,
-  16 -,
03/04/02                     Report: reg_active_bor,rowers
Registration Branch:   18  MONTAGU,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,167
JUNIOR,77
MINIBUS,1
CLASS VISITS,204
BORN TO READ,1
READING SCHEME,5
Number of Borrowers        __________,
Active at this Branch:            455,
----------,
-  17 -,
03/04/02                     Report: reg_active_bor,rowers
