Active Borrowers Report ran on 08/10/2002,
08/10/2002,
Registration Branch:    1  DENTON PARK,
,Number of
Borrower Category,Borrowers
ADULT,4008
JUNIOR,969
STUDENT,4
TEMPORARY TICKET,7
SUBSCRIPTION,2
STAFF,11
VIDEO,491
PSEUD,3
BUSINESS PICTURES,6
MINIBUS,1
PICTURE BORROWERS,38
WORKER,24
CLASS VISITS,19
BORN TO READ,19
EAZ BORN TO READ,148
BLAKELAW EAZ,1
LIBRARY MAINTENANCE,17
Dfee BORN TO READ,2
DENTON PARK EAZ,33
SAINSBURYS BORN TO READ,5
BORN TO READ SURE START WEST,12
READING SCHEME,110
Number of Borrowers        __________,
Active at this Branch:           5930,
,
Registration Branch:    2  GOSFORTH,
,Number of
Borrower Category,Borrowers
ADULT,5455
JUNIOR,1724
STUDENT,13
TEMPORARY TICKET,22
SUBSCRIPTION,10
STAFF,2
PSEUD,4
CHILDMINDER,7
BOOKFRIEND,1
MINIBUS,38
WORKER,218
CLASS VISITS,5
BORN TO READ,1
LIBRARY MAINTENANCE,25
SAINSBURYS BORN TO READ,25
READING SCHEME,272
HOUSEBOUND READER,1
Number of Borrowers        __________,
Active at this Branch:           7823,
,
Registration Branch:    3  FENHAM,
,Number of
Borrower Category,Borrowers
ADULT,2414
JUNIOR,961
STUDENT,8
TEMPORARY TICKET,4
STAFF,2
PSEUD,73
CHILDMINDER,6
BOOKFRIEND,3
MINIBUS,1
WORKER,14
CLASS VISITS,7
BORN TO READ,9
EAZ BORN TO READ,65
LIBRARY MAINTENANCE,1
BORN TO READ SURE START WEST,38
BORN TO READ SURE START EAST,16
BORN TO READ EYDCP,22
READING SCHEME,160
Number of Borrowers        __________,
Active at this Branch:           3804,
,
Registration Branch:    4  JESMOND,
,Number of
Borrower Category,Borrowers
ADULT,2357
JUNIOR,1011
STUDENT,11
TEMPORARY TICKET,15
SUBSCRIPTION,2
STAFF,1
PSEUD,8
MINIBUS,1
WORKER,49
CLASS VISITS,7
BORN TO READ,8
EAZ BORN TO READ,961
LIBRARY MAINTENANCE,2
PLAYGROUPS,1
Dfee BORN TO READ,51
SAINSBURYS BORN TO READ,146
BORN TO READ SURE START WEST,1600
BORN TO READ SURE START EAST,1
READING SCHEME,221
Number of Borrowers        __________,
Active at this Branch:           6453,
,
Registration Branch:    5  KENTON,
,Number of
Borrower Category,Borrowers
ADULT,1116
JUNIOR,479
STAFF,3
PSEUD,1
CHILDMINDER,2
MINIBUS,13
WORKER,1
CLASS VISITS,9
BORN TO READ,179
EAZ BORN TO READ,1
SAINSBURYS BORN TO READ,13
BORN TO READ SURE START WEST,1
READING SCHEME,149
Number of Borrowers        __________,
Active at this Branch:           1967,
,
Registration Branch:    6  WALKER,
,Number of
Borrower Category,Borrowers
ADULT,1628
JUNIOR,642
STUDENT,4
TEMPORARY TICKET,1
PSEUD,4
WORKER,10
CLASS VISITS,5
BORN TO READ,2
EAZ BORN TO READ,2
LIBRARY MAINTENANCE,1
SAINSBURYS BORN TO READ,22
BORN TO READ SURE START WEST,8
BORN TO READ SURE START EAST,46
READING SCHEME,157
Number of Borrowers        __________,
Active at this Branch:           2532,
,
Registration Branch:    7  HIGH HEATON,
,Number of
Borrower Category,Borrowers
ADULT,1210
JUNIOR,417
STUDENT,12
TEMPORARY TICKET,3
STAFF,2
PSEUD,3
CHILDMINDER,4
MINIBUS,16
WORKER,2
CLASS VISITS,2
BORN TO READ,1
READING SCHEME,109
Number of Borrowers        __________,
Active at this Branch:           1781,
,
Registration Branch:    9  BENWELL,
,Number of
Borrower Category,Borrowers
ADULT,1083
JUNIOR,525
STUDENT,3
STAFF,2
BOOKFRIEND,1
MINIBUS,3
WORKER,6
CLASS VISITS,7
BORN TO READ,20
EAZ BORN TO READ,68
Dfee BORN TO READ,10
BORN TO READ SURE START WEST,25
BORN TO READ EYDCP,3
READING SCHEME,53
Number of Borrowers        __________,
Active at this Branch:           1809,
,
Registration Branch:   11  NEWBIGGIN HALL,
,Number of
Borrower Category,Borrowers
ADULT,912
JUNIOR,356
PSEUD,1
HOMES,1
WORKER,6
CLASS VISITS,6
BORN TO READ,8
EAZ BORN TO READ,38
BLAKELAW EAZ,1
LIBRARY MAINTENANCE,9
NEWBIGGIN HALL EAZ,64
READING SCHEME,206
Number of Borrowers        __________,
Active at this Branch:           1608,
,
Registration Branch:   12  NEWBURN,
,Number of
Borrower Category,Borrowers
ADULT,905
JUNIOR,411
TEMPORARY TICKET,4
STAFF,1
WORKER,2
CLASS VISITS,2
BORN TO READ,1
EAZ BORN TO READ,1
BLAKELAW EAZ,6
LIBRARY MAINTENANCE,1
DENTON PARK EAZ,22
SAINSBURYS BORN TO READ,2
NEWBIGGIN HALL EAZ,77
READING SCHEME,27
Number of Borrowers        __________,
Active at this Branch:           1462,
,
Registration Branch:   13  BLAKELAW,
,Number of
Borrower Category,Borrowers
ADULT,340
JUNIOR,129
STAFF,1
PSEUD,1
CLASS VISITS,12
BORN TO READ,2
