-   1 -,
05/01/04                     Report: reg_active_borrow,ers
Registration Branch:    1  OUTER WEST LIBRARY,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,3638
JUNIOR,1154
STUDENT,1
TEMPORARY TICKET,11
SUBSCRIPTION,5
STAFF,10
VIDEO,845
PSEUD,4
CHILDMINDER,1
MINIBUS,1
PICTURE BORROWERS,3
WORKER,12
CLASS VISITS,17
BORN TO READ,271
EAZ BORN TO READ,8
LIBRARY MAINTENANCE,8
Dfee BORN TO READ,1
DENTON PARK EAZ,8
SAINSBURYS BORN TO READ,1
SURE START WESTGATE,5
READING SCHEME,16
SURE START ARMSTRONG,11
SURE START COWGATE AND BLAKELAW,57
SURE START NEWBIGGIN HALL,51
SURE START NORTH MOOR,3
LIFELONG LEARNING,4
Number of Borrowers        __________,
Active at this Branch:           6146,
----------,
-   3 -,
05/01/04                     Report: reg_active_borrow,ers
Registration Branch:    2  GOSFORTH,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,5186
JUNIOR,1703
STUDENT,18
TEMPORARY TICKET,28
SUBSCRIPTION,11
STAFF,5
VIDEO,5
PSEUD,2
CHILDMINDER,5
MINIBUS,26
WORKER,220
CLASS VISITS,3
BORN TO READ,130
LIBRARY MAINTENANCE,13
READING SCHEME,319
HOUSEBOUND READER,1
SURE START COWGATE AND BLAKELAW,1
SURE START NEWBIGGIN HALL,1
SURE START NORTH MOOR,13
Number of Borrowers        __________,
Active at this Branch:           7690,
----------,
-   4 -,
05/01/04                     Report: reg_active_borrow,ers
Registration Branch:    3  FENHAM,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,2420
JUNIOR,1090
STUDENT,3
TEMPORARY TICKET,7
SUBSCRIPTION,1
STAFF,4
VIDEO,5
PSEUD,10
BOOKFRIEND,3
WORKER,25
CLASS VISITS,3
BORN TO READ,127
EAZ BORN TO READ,7
LIBRARY MAINTENANCE,1
PLAYGROUPS,1
SURE START WESTGATE,34
SURE START EAST AND FOSSWAY,9
BORN TO READ EYDCP,1
READING SCHEME,108
SURE START ARMSTRONG,41
SURE START COWGATE AND BLAKELAW,75
SURE START NEWBIGGIN HALL,38
SURE START NORTH MOOR,3
LIFELONG LEARNING,4
Number of Borrowers        __________,
Active at this Branch:           4020,
----------,
-   6 -,
05/01/04                     Report: reg_active_borrow,ers
Registration Branch:    4  JESMOND,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,2553
JUNIOR,802
STUDENT,43
TEMPORARY TICKET,34
SUBSCRIPTION,13
STAFF,3
VIDEO,3
PSEUD,5
MINIBUS,1
PICTURE BORROWERS,1
HOMES,1
WORKER,31
CLASS VISITS,9
INTERNET USER,1
BORN TO READ,561
EAZ BORN TO READ,14
LIBRARY MAINTENANCE,6
PLAYGROUPS,1
Dfee BORN TO READ,1
SAINSBURYS BORN TO READ,32
SURE START WESTGATE,91
SURE START EAST AND FOSSWAY,35
READING SCHEME,125
SURE START ARMSTRONG,110
SURE START COWGATE AND BLAKELAW,105
SURE START NEWBIGGIN HALL,34
SURE START NORTH MOOR,19
Number of Borrowers        __________,
Active at this Branch:           4634,
----------,
-   8 -,
05/01/04                     Report: reg_active_borrow,ers
Registration Branch:    5  KENTON,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,1133
JUNIOR,564
STUDENT,1
TEMPORARY TICKET,2
STAFF,2
PSEUD,1
CHILDMINDER,2
MINIBUS,11
WORKER,3
CLASS VISITS,14
BORN TO READ,118
LIBRARY MAINTENANCE,1
READING SCHEME,156
SURE START ARMSTRONG,7
SURE START COWGATE AND BLAKELAW,25
SURE START NEWBIGGIN HALL,3
SURE START NORTH MOOR,201
Number of Borrowers        __________,
Active at this Branch:           2244,
----------,
-   9 -,
05/01/04                     Report: reg_active_borrow,ers
Registration Branch:    6  WALKER,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,1564
JUNIOR,676
STUDENT,2
VIDEO,2
PSEUD,6
MINIBUS,6
HOMES,1
WORKER,2
CLASS VISITS,4
BORN TO READ,79
EAZ BORN TO READ,1
LIBRARY MAINTENANCE,1
PLAYGROUPS,1
SURE START EAST AND FOSSWAY,116
READING SCHEME,144
SURE START ARMSTRONG,4
SURE START NORTH MOOR,1
Number of Borrowers        __________,
Active at this Branch:           2610,
----------,
-  10 -,
05/01/04                     Report: reg_active_borrow,ers
Registration Branch:    7  HIGH HEATON,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,1203
JUNIOR,479
STUDENT,1
TEMPORARY TICKET,2
PSEUD,5
CHILDMINDER,4
MINIBUS,18
WORKER,6
CLASS VISITS,3
BORN TO READ,27
READING SCHEME,13
Number of Borrowers        __________,
Active at this Branch:           1761,
----------,
-  11 -,
05/01/04                     Report: reg_active_borrow,ers
Registration Branch:    8  HEATON,
,Number of
Borrower Category,Borrowers
-------- --------,---------
BORN TO READ,1
Number of Borrowers        __________,
Active at this Branch:              1,
----------,
-  12 -,
05/01/04                     Report: reg_active_borrow,ers
Registration Branch:    9  BENWELL,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,1145
JUNIOR,721
STUDENT,3
STAFF,1
VIDEO,1
PSEUD,1
CHILDMINDER,1
BOOKFRIEND,1
MINIBUS,8
WORKER,7
CLASS VISITS,7
BORN TO READ,96
EAZ BORN TO READ,3
Dfee BORN TO READ,1
SURE START WESTGATE,36
SURE START EAST AND FOSSWAY,2
READING SCHEME,145
SURE START ARMSTRONG,114
SURE START COWGATE AND BLAKELAW,23
SURE START NEWBIGGIN HALL,7
SURE START NORTH MOOR,1
Number of Borrowers        __________,
Active at this Branch:           2324,
----------,
-  13 -,
05/01/04                     Report: reg_active_borrow,ers
Registration Branch:   10  BYKER,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,1
BORN TO READ,3
HOUSEBOUND READER,1
SURE START COWGATE AND BLAKELAW,6
SURE START NEWBIGGIN HALL,1
Number of Borrowers        __________,
Active at this Branch:             12,
----------,
-  14 -,
05/01/04                     Report: reg_active_borrow,ers
Registration Branch:   11  NEWBIGGIN HALL,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,831
JUNIOR,482
STUDENT,1
TEMPORARY TICKET,18
VIDEO,8
PSEUD,3
CHILDMINDER,1
MINIBUS,1
WORKER,6
CLASS VISITS,11
BORN TO READ,106
EAZ BORN TO READ,3
LIBRARY MAINTENANCE,3
NEWBIGGIN HALL EAZ,14
SURE START WESTGATE,4
SURE START EAST AND FOSSWAY,2
READING SCHEME,107
SURE START ARMSTRONG,11
SURE START COWGATE AND BLAKELAW,30
SURE START NEWBIGGIN HALL,141
SURE START NORTH MOOR,11
LIFELONG LEARNING,1
Number of Borrowers        __________,
Active at this Branch:           1795,
----------,
-  15 -,
05/01/04                     Report: reg_active_borrow,ers
Registration Branch:   12  NEWBURN,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,831
JUNIOR,481
STUDENT,2
STAFF,1
PSEUD,1
CLASS VISITS,5
BORN TO READ,6
LIBRARY MAINTENANCE,3
DENTON PARK EAZ,3
NEWBIGGIN HALL EAZ,11
READING SCHEME,52
SURE START NEWBIGGIN HALL,1
Number of Borrowers        __________,
Active at this Branch:           1397,
----------,
-  16 -,
05/01/04                     Report: reg_active_borrow,ers
Registration Branch:   13  BLAKELAW,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,295
JUNIOR,237
TEMPORARY TICKET,1
PSEUD,1
WORKER,1
CLASS VISITS,12
BORN TO READ,77
EAZ BORN TO READ,3
BLAKELAW EAZ,18
LIBRARY MAINTENANCE,2
SURE START WESTGATE,1
READING SCHEME,139
SURE START ARMSTRONG,1
SURE START COWGATE AND BLAKELAW,93
SURE START NEWBIGGIN HALL,34
SURE START NORTH MOOR,1
Number of Borrowers        __________,
Active at this Branch:            916,
----------,
-  17 -,
05/01/04                     Report: reg_active_borrow,ers
