01/12/10                     Report: reg_active_borrow,ers2
Registration Branch:    1  OUTER WEST LIBRARY,
,Number of
Borrower Category,Borrowers
-------- --------,---------
UNUSED ADULT,66
UNUSED JUNIOR,4
UNUSED TEMPORARY TICKET,2
STAFF,14
UNUSED VIDEO,1
PSEUD,7
CARER,1
UNUSED BOOKFRIEND,2
MINIBUS,1
HOMES,1
CLASS VISITS,47
BOOKSTART,606
UNUSED EAZ BORN TO READ,1
LIBRARY MAINTENANCE,10
UNUSED DENTON PARK EAZ,1
UNUSED SURE START WESTGATE,1
UNUSED READING SCHEME,1
UNUSED SURES COWGATE BLAKELAW,4
UNUSED SURE START NEWBIGGIN,4
18+,4106
UNUSED 0-5,9
6-13,999
14-15,110
16-17,126
LEISUREPLUS CARD ADULT,22
VISUALLY IMPAIRED,3
LEISUREPLUS JUNIOR 6 to 15,2
NON AUDIO ADULT,474
NON AUDIO JUNIOR,95
Number of Borrowers        __________,
Active at this Branch:           6720,
----------,
- 3 -,
01/12/10                     Report: reg_active_borrow,ers2
Registration Branch:    2  GOSFORTH,
,Number of
Borrower Category,Borrowers
-------- --------,---------
UNUSED ADULT,50
UNUSED JUNIOR,7
STAFF,15
PSEUD,9
CARER,2
UNUSED BOOKFRIEND,1
MINIBUS,32
HOMES,3
UNUSED CORPORATE,1
CLASS VISITS,44
BOOKSTART,1027
LIBRARY MAINTENANCE,14
PLAYGROUPS,2
UNUSED SURES COWGATE BLAKELAW,1
UNUSED SURE START NORTH MOOR,25
LIFELONG LEARNING,2
18+,5798
UNUSED 0-5,10
6-13,1405
14-15,198
16-17,201
LEISUREPLUS CARD ADULT,26
VISUALLY IMPAIRED,4
LEISUREPLUS JUNIOR 6 to 15,2
NON AUDIO ADULT,587
NON AUDIO JUNIOR,83
Number of Borrowers        __________,
Active at this Branch:           9549,
----------,
- 5 -,
01/12/10                     Report: reg_active_borrow,ers2
Registration Branch:    3  FENHAM,
,Number of
Borrower Category,Borrowers
-------- --------,---------
UNUSED ADULT,36
UNUSED JUNIOR,3
STAFF,10
PSEUD,7
CARER,2
UNUSED BOOKFRIEND,2
MINIBUS,2
CLASS VISITS,29
INTERNET USER,5
BOOKSTART,492
LIBRARY MAINTENANCE,6
UNUSED SURE START WESTGATE,4
UNUSED SURE START FOSSWAY,1
UNUSED READING SCHEME,1
UNUSED SURE START RIVERSIDE,10
UNUSED SURES COWGATE BLAKELAW,3
LIFELONG LEARNING,9
18+,2210
UNUSED 0-5,13
6-13,779
14-15,120
16-17,127
LEISUREPLUS CARD ADULT,7
VISUALLY IMPAIRED,2
NON AUDIO ADULT,256
NON AUDIO JUNIOR,75
Number of Borrowers        __________,
Active at this Branch:           4211,
----------,
- 7 -,
01/12/10                     Report: reg_active_borrow,ers2
Registration Branch:    4  JESMOND,
,Number of
Borrower Category,Borrowers
-------- --------,---------
UNUSED ADULT,33
UNUSED JUNIOR,32
UNUSED TEMPORARY TICKET,1
STAFF,6
PSEUD,11
CLASS VISITS,3
INTERNET USER,1
BOOKSTART,247
LIBRARY MAINTENANCE,10
PLAYGROUPS,1
UNUSED Dfee BORN TO READ,1
UNUSED SURE START EAST,1
18+,2483
UNUSED 0-5,7
6-13,571
14-15,57
16-17,45
LEISUREPLUS CARD ADULT,5
VISUALLY IMPAIRED,1
NON AUDIO ADULT,470
NON AUDIO JUNIOR,14
Number of Borrowers        __________,
Active at this Branch:           4000,
----------,
- 8 -,
01/12/10                     Report: reg_active_borrow,ers2
Registration Branch:    5  KENTON,
,Number of
Borrower Category,Borrowers
-------- --------,---------
UNUSED ADULT,19
UNUSED JUNIOR,2
STAFF,6
PSEUD,2
CARER,2
UNUSED BOOKFRIEND,2
MINIBUS,3
BOOKSTART,253
LIBRARY MAINTENANCE,14
PLAYGROUPS,1
UNUSED SURES COWGATE BLAKELAW,1
UNUSED SURE START NEWBIGGIN,2
UNUSED SURE START NORTH MOOR,86
18+,1329
UNUSED 0-5,6
6-13,522
14-15,68
16-17,80
LEISUREPLUS CARD ADULT,5
LEISUREPLUS JUNIOR 16-17,1
LEISUREPLUS JUNIOR 6 to 15,2
NON AUDIO ADULT,296
NON AUDIO JUNIOR,58
Number of Borrowers        __________,
Active at this Branch:           2760,
----------,
- 9 -,
01/12/10                     Report: reg_active_borrow,ers2
Registration Branch:    6  WALKER,
,Number of
Borrower Category,Borrowers
-------- --------,---------
UNUSED ADULT,26
UNUSED JUNIOR,1
STAFF,3
PSEUD,3
CLASS VISITS,13
BOOKSTART,343
LIBRARY MAINTENANCE,6
PLAYGROUPS,1
UNUSED SURE START EAST,98
UNUSED SURE START FOSSWAY,24
LIFELONG LEARNING,1
18+,1171
UNUSED 0-5,2
6-13,443
14-15,43
16-17,42
LEISUREPLUS CARD ADULT,3
VISUALLY IMPAIRED,1
NON AUDIO ADULT,135
NON AUDIO JUNIOR,55
Number of Borrowers        __________,
Active at this Branch:           2414,
----------,
- 10 -,
01/12/10                     Report: reg_active_borrow,ers2
Registration Branch:    7  HIGH HEATON,
,Number of
Borrower Category,Borrowers
-------- --------,---------
UNUSED ADULT,23
UNUSED JUNIOR,4
STAFF,4
PSEUD,3
CARER,1
MINIBUS,8
CLASS VISITS,10
BOOKSTART,325
LIBRARY MAINTENANCE,2
PLAYGROUPS,1
18+,1225
UNUSED 0-5,8
6-13,335
14-15,50
16-17,45
LEISUREPLUS CARD ADULT,1
VISUALLY IMPAIRED,1
