01/02/10                     Report: reg_active_borrow,ers2,
Registration Branch:    1  OUTER WEST LIBRARY,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,136,0
JUNIOR,10,0
TEMPORARY TICKET,1,0
STAFF,17,0
VIDEO,1,0
PSEUD,5,0
CARER,2,0
BOOKFRIEND,3,0
HOMES,1,0
CLASS VISITS,43,0
BOOKSTART,608,0
LIBRARY MAINTENANCE,8,0
SURE START WESTGATE,1,0
READING SCHEME,1,0
SURE START RIVERSIDE,2,0
SURE START COWGATE AND BLAKELAW,3,0
SURE START NEWBIGGIN HALL,11,0
SURE START NORTH MOOR,1,0
18+,4896,0
0-5,39,0
6-13,1051,0
14-15,157,0
16-17,176,0
LEISUREPLUS CARD ADULT,23,0
VISUALLY IMPAIRED,4,0
LEISUREPLUS JUNIOR 6 to 15,2,0
NON AUDIO ADULT,121,0
NON AUDIO JUNIOR,11,0
Number of Borrowers        __________,,1
Active at this Branch:           7334,,1
----------,,1
- 3 -,,1
01/02/10                     Report: reg_active_borrow,ers2,0
Registration Branch:    2  GOSFORTH,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,100,0
JUNIOR,10,0
STAFF,17,0
PSEUD,9,0
CARER,4,0
BOOKFRIEND,1,0
MINIBUS,31,0
HOMES,1,0
WORKER,1,0
CORPORATE,1,0
CLASS VISITS,35,0
BOOKSTART,1097,0
LIBRARY MAINTENANCE,13,0
PLAYGROUPS,1,0
SURE START COWGATE AND BLAKELAW,2,0
SURE START NORTH MOOR,43,0
LIFELONG LEARNING,1,0
18+,6663,0
0-5,22,0
6-13,1631,0
14-15,232,0
16-17,216,0
LEISUREPLUS CARD ADULT,24,0
VISUALLY IMPAIRED,4,0
LEISUREPLUS JUNIOR 6 to 15,2,0
NON AUDIO ADULT,141,0
NON AUDIO JUNIOR,18,0
Number of Borrowers        __________,,1
Active at this Branch:          10320,,1
----------,,1
- 5 -,,1
01/02/10                     Report: reg_active_borrow,ers2,0
Registration Branch:    3  FENHAM,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,66,0
JUNIOR,13,0
TEMPORARY TICKET,1,0
STAFF,13,0
PSEUD,6,0
CARER,3,0
BOOKFRIEND,1,0
MINIBUS,2,0
WORKER,1,0
CLASS VISITS,29,0
BOOKSTART,454,0
LIBRARY MAINTENANCE,7,0
PLAYGROUPS,3,0
SURE START WESTGATE,8,0
SURE START EAST,1,0
HOUSEBOUND READER,1,0
SURE START RIVERSIDE,13,0
SURE START COWGATE AND BLAKELAW,11,0
LIFELONG LEARNING,1,0
18+,2716,0
0-5,20,0
6-13,851,0
14-15,146,0
16-17,127,0
LEISUREPLUS CARD ADULT,5,0
VISUALLY IMPAIRED,1,0
NON AUDIO ADULT,62,0
Number of Borrowers        __________,,1
Active at this Branch:           4562,,1
----------,,1
- 7 -,,1
01/02/10                     Report: reg_active_borrow,ers2,0
Registration Branch:    4  JESMOND,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,72,0
JUNIOR,10,0
STAFF,9,0
PSEUD,10,0
WORKER,2,0
CLASS VISITS,3,0
BOOKSTART,266,0
LIBRARY MAINTENANCE,10,0
PLAYGROUPS,1,0
SURE START WESTGATE,2,0
SURE START EAST,1,0
18+,3493,0
0-5,16,0
6-13,629,0
14-15,64,0
16-17,58,0
LEISUREPLUS CARD ADULT,7,0
VISUALLY IMPAIRED,2,0
LEISUREPLUS JUNIOR 16-17,1,0
NON AUDIO ADULT,86,0
NON AUDIO JUNIOR,2,0
Number of Borrowers        __________,,1
Active at this Branch:           4744,,1
----------,,1
- 8 -,,1
01/02/10                     Report: reg_active_borrow,ers2,0
Registration Branch:    5  KENTON,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,32,0
JUNIOR,10,0
STAFF,5,0
PSEUD,2,0
CARER,2,0
BOOKFRIEND,2,0
MINIBUS,4,0
CLASS VISITS,18,0
BOOKSTART,267,0
LIBRARY MAINTENANCE,12,0
PLAYGROUPS,2,0
SURE START COWGATE AND BLAKELAW,7,0
SURE START NEWBIGGIN HALL,3,0
SURE START NORTH MOOR,155,0
18+,1489,0
0-5,5,0
6-13,548,0
14-15,88,0
16-17,86,0
LEISUREPLUS CARD ADULT,3,0
LEISUREPLUS JUNIOR 16-17,1,0
NON AUDIO ADULT,69,0
NON AUDIO JUNIOR,6,0
Number of Borrowers        __________,,1
Active at this Branch:           2816,,1
----------,,1
- 9 -,,1
01/02/10                     Report: reg_active_borrow,ers2,0
Registration Branch:    6  WALKER,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,30,0
JUNIOR,6,0
STAFF,3,0
PSEUD,3,0
CARER,1,0
WORKER,1,0
CLASS VISITS,22,0
BOOKSTART,249,0
LIBRARY MAINTENANCE,9,0
SURE START EAST,104,0
SURE START FOSSWAY,47,0
LIFELONG LEARNING,1,0
18+,1412,0
0-5,7,0
6-13,494,0
14-15,65,0
16-17,53,0
LEISUREPLUS CARD ADULT,3,0
