01/04/08                     Report: reg_active_borrow,ers2
Registration Branch:    1  OUTER WEST LIBRARY,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,172
JUNIOR,29
TEMPORARY TICKET,20
STAFF,15
VIDEO,3
PSEUD,5
CARER,4
BOOKFRIEND,7
WORKER,1
CLASS VISITS,44
BOOKSTART,564
EAZ BORN TO READ,1
LIBRARY MAINTENANCE,8
PLAYGROUPS,1
DENTON PARK EAZ,2
SURE START WESTGATE,1
HOUSEBOUND READER,1
SURE START RIVERSIDE,2
SURE START COWGATE AND BLAKELAW,6
SURE START NEWBIGGIN HALL,17
SURE START NORTH MOOR,3
18+,3649
0-5,11
6-13,886
14-15,70
16-17,78
LEISUREPLUS CARD ADULT,2
VISUALLY IMPAIRED,1
Number of Borrowers        __________,
Active at this Branch:           5603,
----------,
- 3 -,
01/04/08                     Report: reg_active_borrow,ers2
Registration Branch:    2  GOSFORTH,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,186
JUNIOR,28
STUDENT,1
TEMPORARY TICKET,10
SUBSCRIPTION,1
STAFF,12
PSEUD,8
CARER,5
MINIBUS,28
HOMES,2
CORPORATE,1
CLASS VISITS,19
BOOKSTART,858
LIBRARY MAINTENANCE,17
PLAYGROUPS,2
SURE START WESTGATE,1
SURE START RIVERSIDE,2
SURE START NORTH MOOR,54
18+,4971
0-5,17
6-13,1231
14-15,125
16-17,112
LEISUREPLUS CARD ADULT,10
VISUALLY IMPAIRED,3
Number of Borrowers        __________,
Active at this Branch:           7704,
----------,
- 5 -,
01/04/08                     Report: reg_active_borrow,ers2
Registration Branch:    3  FENHAM,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,152
JUNIOR,19
TEMPORARY TICKET,75
STAFF,8
PSEUD,5
CARER,1
BOOKFRIEND,2
MINIBUS,2
CLASS VISITS,25
BOOKSTART,514
LIBRARY MAINTENANCE,6
SURE START WESTGATE,29
SURE START EAST,4
SURE START FOSSWAY,1
READING SCHEME,1
SURE START RIVERSIDE,23
SURE START COWGATE AND BLAKELAW,27
SURE START NEWBIGGIN HALL,5
SURE START NORTH MOOR,4
18+,2208
0-5,12
6-13,713
14-15,85
16-17,99
LEISUREPLUS CARD ADULT,1
Number of Borrowers        __________,
Active at this Branch:           4021,
----------,
- 7 -,
01/04/08                     Report: reg_active_borrow,ers2
Registration Branch:    4  JESMOND,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,151
JUNIOR,19
STUDENT,1
TEMPORARY TICKET,26
STAFF,7
PSEUD,10
CLASS VISITS,2
BOOKSTART,328
LIBRARY MAINTENANCE,8
PLAYGROUPS,1
SURE START WESTGATE,2
SURE START FOSSWAY,1
SURE START RIVERSIDE,1
SURE START NEWBIGGIN HALL,1
18+,2971
0-5,15
6-13,511
14-15,51
16-17,47
LEISUREPLUS CARD ADULT,2
VISUALLY IMPAIRED,1
Number of Borrowers        __________,
Active at this Branch:           4156,
----------,
Registration Branch:    5  KENTON,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,42
JUNIOR,3
TEMPORARY TICKET,1
STAFF,1
PSEUD,1
CARER,3
BOOKFRIEND,2
MINIBUS,7
CLASS VISITS,5
BOOKSTART,122
LIBRARY MAINTENANCE,10
PLAYGROUPS,1
SURE START COWGATE AND BLAKELAW,12
SURE START NEWBIGGIN HALL,2
SURE START NORTH MOOR,270
18+,1298
0-5,2
6-13,471
14-15,65
16-17,86
Number of Borrowers        __________,
Active at this Branch:           2404,
----------,
- 9 -,
01/04/08                     Report: reg_active_borrow,ers2
Registration Branch:    6  WALKER,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,60
JUNIOR,13
TEMPORARY TICKET,13
STAFF,3
PSEUD,4
CARER,1
WORKER,1
CORPORATE,1
CLASS VISITS,14
BOOKSTART,181
LIBRARY MAINTENANCE,8
SURE START WESTGATE,1
SURE START EAST,225
SURE START FOSSWAY,90
18+,1085
0-5,9
6-13,311
14-15,35
16-17,29
LEISUREPLUS CARD ADULT,1
Number of Borrowers        __________,
Active at this Branch:           2085,
----------,
- 10 -,
01/04/08                     Report: reg_active_borrow,ers2
Registration Branch:    7  HIGH HEATON,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,115
JUNIOR,31
TEMPORARY TICKET,1
STAFF,3
PSEUD,11
CARER,3
MINIBUS,15
WORKER,1
CLASS VISITS,1
BOOKSTART,139
LIBRARY MAINTENANCE,3
PLAYGROUPS,1
18+,591
0-5,6
6-13,148
14-15,21
16-17,14
Number of Borrowers        __________,
Active at this Branch:           1104,
----------,
- 11 -,
