Number of Active borrowers 03/04/2006,
Registration Branch:    1  OUTER WEST LIBRARY,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,230
JUNIOR,86
TEMPORARY TICKET,10
STAFF,11
VIDEO,11
PSEUD,5
CARER,3
WORKER,1
CLASS VISITS,60
BOOKSTART,437
EAZ BORN TO READ,1
LIBRARY MAINTENANCE,9
SURE START WESTGATE,2
HOUSEBOUND READER,1
SURE START ARMSTRONG,1
SURE START COWGATE AND BLAKELAW,8
SURE START NEWBIGGIN HALL,6
SURE START NORTH MOOR,2
LIFELONG LEARNING,1
18+,4081
0-5,19
13-Jun,1029
14-15,132
16-17,107
Number of Borrowers        __________,
Active at this Branch:           6253,
----------,
- 3 -,
03/04/06                     Report: reg_active_borrow,ers
Registration Branch:    2  GOSFORTH,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,464
JUNIOR,110
SUBSCRIPTION,1
STAFF,9
PSEUD,3
CARER,5
BOOKFRIEND,1
MINIBUS,31
HOMES,1
WORKER,9
CLASS VISITS,17
BOOKSTART,610
LIBRARY MAINTENANCE,13
RESERVATIONS,1
SAINSBURYS BORN TO READ,1
SURE START EAST,1
SURE START ARMSTRONG,2
SURE START NORTH MOOR,31
LIFELONG LEARNING,1
18+,4788
0-5,13
13-Jun,1094
14-15,161
16-17,140
Number of Borrowers        __________,
Active at this Branch:           7507,
----------,
- 5 -,
03/04/06                     Report: reg_active_borrow,ers
Registration Branch:    3  FENHAM,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,241
JUNIOR,89
STUDENT,1
TEMPORARY TICKET,2
STAFF,6
PSEUD,7
CARER,2
BOOKFRIEND,3
MINIBUS,1
WORKER,4
CLASS VISITS,13
BOOKSTART,264
EAZ BORN TO READ,1
LIBRARY MAINTENANCE,2
SURE START WESTGATE,12
SURE START EAST,4
SURE START FOSSWAY,1
SURE START ARMSTRONG,2
SURE START COWGATE AND BLAKELAW,10
SURE START NEWBIGGIN HALL,3
LIFELONG LEARNING,1
18+,1841
0-5,10
13-Jun,646
14-15,118
16-17,94
Number of Borrowers        __________,
Active at this Branch:           3378,
----------,
- 7 -,
03/04/06                     Report: reg_active_borrow,ers
Registration Branch:    4  JESMOND,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,359
JUNIOR,77
TEMPORARY TICKET,1
STAFF,8
PSEUD,6
CARER,1
WORKER,1
CLASS VISITS,3
BOOKSTART,302
EAZ BORN TO READ,3
LIBRARY MAINTENANCE,6
PLAYGROUPS,1
Dfee BORN TO READ,2
SAINSBURYS BORN TO READ,11
SURE START WESTGATE,7
SURE START EAST,2
SURE START FOSSWAY,1
SURE START ARMSTRONG,3
SURE START COWGATE AND BLAKELAW,1
SURE START NEWBIGGIN HALL,1
SURE START NORTH MOOR,4
18+,2283
0-5,115
13-Jun,408
14-15,49
16-17,39
Number of Borrowers        __________,
Active at this Branch:           3694,
----------,
- 9 -,
03/04/06                     Report: reg_active_borrow,ers
Registration Branch:    5  KENTON,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,80
JUNIOR,31
STAFF,3
CARER,3
MINIBUS,7
CLASS VISITS,3
BOOKSTART,90
LIBRARY MAINTENANCE,9
PLAYGROUPS,1
SURE START ARMSTRONG,1
SURE START COWGATE AND BLAKELAW,1
SURE START NEWBIGGIN HALL,2
SURE START NORTH MOOR,133
18+,1257
0-5,1
13-Jun,494
14-15,105
16-17,84
Number of Borrowers        __________,
Active at this Branch:           2305,
----------,
- 10 -,
03/04/06                     Report: reg_active_borrow,ers
Registration Branch:    6  WALKER,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,110
JUNIOR,31
UNREGISTERED BORROWER,1
TEMPORARY TICKET,1
STAFF,5
PSEUD,6
MINIBUS,5
WORKER,2
CLASS VISITS,9
BOOKSTART,63
LIBRARY MAINTENANCE,1
SURE START EAST,128
SURE START FOSSWAY,64
SURE START NORTH MOOR,2
18+,1079
0-5,7
13-Jun,382
14-15,59
16-17,44
Number of Borrowers        __________,
Active at this Branch:           1999,
----------,
- 11 -,
03/04/06                     Report: reg_active_borrow,ers
Registration Branch:    7  HIGH HEATON,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,233
JUNIOR,65
STAFF,3
PSEUD,7
CARER,4
MINIBUS,17
WORKER,1
BOOKSTART,104
PLAYGROUPS,3
18+,730
0-5,6
13-Jun,223
14-15,23
16-17,28
Number of Borrowers        __________,
Active at this Branch:           1447,
----------,
- 12 -,
03/04/06                     Report: reg_active_borrow,ers
Registration Branch:    9  BENWELL,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,82
JUNIOR,44
TEMPORARY TICKET,1
STAFF,2
PSEUD,1
CARER,1
MINIBUS,12
CLASS VISITS,12
BOOKSTART,97
PLAYGROUPS,2
SURE START WESTGATE,12
SURE START EAST,1
SURE START ARMSTRONG,212
SURE START COWGATE AND BLAKELAW,3
18+,1037
0-5,2
13-Jun,539
14-15,101
16-17,51
Number of Borrowers        __________,
Active at this Branch:           2212,
----------,
- 13 -,
03/04/06                     Report: reg_active_borrow,ers
Registration Branch:   10  BYKER,
,Number of
Borrower Category,Borrowers
-------- --------,---------
BOOKSTART,2
SURE START WESTGATE,1
SURE START EAST,1
HOUSEBOUND READER,2
SURE START NEWBIGGIN HALL,1
SURE START NORTH MOOR,8
0-5,1
13-Jun,1
Number of Borrowers        __________,
Active at this Branch:             17,
----------,
- 14 -,
03/04/06                     Report: reg_active_borrow,ers
Registration Branch:   11  NEWBIGGIN HALL,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,73
JUNIOR,32
STAFF,2
WORKER,1
CLASS VISITS,9
BOOKSTART,51
LIBRARY MAINTENANCE,1
PLAYGROUPS,1
HOUSEBOUND READER,1
SURE START COWGATE AND BLAKELAW,5
SURE START NEWBIGGIN HALL,122
SURE START NORTH MOOR,1
18+,633
0-5,3
13-Jun,259
14-15,40
16-17,25
Number of Borrowers        __________,
Active at this Branch:           1259,
----------,
- 15 -,
03/04/06                     Report: reg_active_borrow,ers
Registration Branch:   12  NEWBURN,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,62
JUNIOR,29
TEMPORARY TICKET,2
STAFF,2
PSEUD,1
HOMES,1
BOOKSTART,87
LIBRARY MAINTENANCE,3
SAINSBURYS BORN TO READ,1
SURE START WESTGATE,1
READING SCHEME,1
18+,603
0-5,3
13-Jun,199
14-15,38
16-17,24
Number of Borrowers        __________,
Active at this Branch:           1057,
----------,
- 16 -,
03/04/06                     Report: reg_active_borrow,ers
Registration Branch:   13  BLAKELAW,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,26
JUNIOR,10
STAFF,1
CLASS VISITS,8
BOOKSTART,33
LIBRARY MAINTENANCE,4
PLAYGROUPS,1
READING SCHEME,1
HOUSEBOUND READER,1
SURE START COWGATE AND BLAKELAW,69
SURE START NEWBIGGIN HALL,1
18+,298
0-5,12
13-Jun,241
14-15,36
16-17,14
Number of Borrowers        __________,
Active at this Branch:            756,
----------,
- 17 -,
03/04/06                     Report: reg_active_borrow,ers
Registration Branch:   14  CRUDDAS PARK,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,41
JUNIOR,11
TEMPORARY TICKET,1
STAFF,1
PSEUD,4
WORKER,1
CLASS VISITS,12
BOOKSTART,48
SURE START WESTGATE,81
SURE START EAST,1
READING SCHEME,1
SURE START ARMSTRONG,6
SURE START NORTH MOOR,1
18+,524
0-5,2
13-Jun,135
14-15,18
16-17,13
Number of Borrowers        __________,
Active at this Branch:            901,
----------,
- 18 -,
03/04/06                     Report: reg_active_borrow,ers
Registration Branch:   15  FAWDON,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,37
JUNIOR,9
TEMPORARY TICKET,1
PSEUD,1
CLASS VISITS,7
BOOKSTART,23
LIBRARY MAINTENANCE,1
SURE START NORTH MOOR,47
18+,246
13-Jun,132
14-15,21
16-17,6
Number of Borrowers        __________,
Active at this Branch:            531,
----------,
- 19 -,
03/04/06                     Report: reg_active_borrow,ers
Registration Branch:   16  WALKERVILLE,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,5
JUNIOR,8
STAFF,1
18+,54
13-Jun,14
14-15,2
16-17,2
Number of Borrowers        __________,
Active at this Branch:             86,
----------,
- 20 -,
03/04/06                     Report: reg_active_borrow,ers
Registration Branch:   17  SCOTSWOOD,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,2
JUNIOR,4
BOOKSTART,1
18+,21
13-Jun,5
14-15,2
Number of Borrowers        __________,
Active at this Branch:             35,
----------,
- 21 -,
03/04/06                     Report: reg_active_borrow,ers
Registration Branch:   18  MONTAGU,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,7
JUNIOR,3
MINIBUS,1
18+,26
0-5,1
13-Jun,7
14-15,2
Number of Borrowers        __________,
Active at this Branch:             47,
----------,
- 22 -,
03/04/06                     Report: reg_active_borrow,ers
Registration Branch:   19  DINNINGTON,
,Number of
