03/05/11                     Report: reg_active_borrow,ers2,
Registration Branch:    1  OUTER WEST LIBRARY,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
UNUSED ADULT,47,0
UNUSED JUNIOR,4,0
UNUSED TEMPORARY TICKET,1,0
STAFF,19,0
UNUSED VIDEO,2,0
PSEUD,7,0
CARER,1,0
UNUSED BOOKFRIEND,1,0
MINIBUS,2,0
HOMES,1,0
CLASS VISITS,47,0
BOOKSTART,617,0
LIBRARY MAINTENANCE,9,0
UNUSED SURE START WESTGATE,1,0
UNUSED READING SCHEME,1,0
UNUSED SURES COWGATE BLAKELAW,5,0
UNUSED SURE START NEWBIGGIN,4,0
18+,3895,0
UNUSED 0-5,7,0
6-13,942,0
14-15,103,0
16-17,113,0
LEISUREPLUS CARD ADULT,25,0
VISUALLY IMPAIRED,52,0
LEISUREPLUS JUNIOR 6 to 15,1,0
NON AUDIO ADULT,442,0
NON AUDIO JUNIOR,87,0
Number of Borrowers        __________,,1
Active at this Branch:           6436,,1
----------,,1
- 3 -,,1
03/05/11                     Report: reg_active_borrow,ers2,0
Registration Branch:    2  GOSFORTH,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
UNUSED ADULT,34,0
UNUSED JUNIOR,6,0
STAFF,17,0
PSEUD,11,0
CARER,7,0
UNUSED BOOKFRIEND,1,0
MINIBUS,23,0
UNUSED WORKER,1,0
CLASS VISITS,38,0
BOOKSTART,1042,0
LIBRARY MAINTENANCE,14,0
PLAYGROUPS,2,0
UNUSED SURE START NORTH MOOR,25,0
LIFELONG LEARNING,3,0
18+,5497,0
UNUSED 0-5,9,0
6-13,1330,0
14-15,184,0
16-17,195,0
LEISUREPLUS CARD ADULT,28,0
VISUALLY IMPAIRED,93,0
LEISUREPLUS JUNIOR 6 to 15,2,0
NON AUDIO ADULT,570,0
NON AUDIO JUNIOR,63,0
Number of Borrowers        __________,,1
Active at this Branch:           9195,,1
----------,,1
- 5 -,,1
03/05/11                     Report: reg_active_borrow,ers2,0
Registration Branch:    3  FENHAM,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
UNUSED ADULT,34,0
UNUSED JUNIOR,3,0
UNUSED TEMPORARY TICKET,1,0
STAFF,10,0
PSEUD,6,0
CARER,2,0
UNUSED BOOKFRIEND,2,0
MINIBUS,1,0
CLASS VISITS,28,0
INTERNET USER,5,0
BOOKSTART,525,0
LIBRARY MAINTENANCE,6,0
PLAYGROUPS,2,0
UNUSED SURE START WESTGATE,6,0
HOUSEBOUND READER,1,0
UNUSED SURE START RIVERSIDE,5,0
UNUSED SURES COWGATE BLAKELAW,8,0
LIFELONG LEARNING,9,0
18+,1956,0
UNUSED 0-5,7,0
6-13,688,0
14-15,113,0
16-17,109,0
LEISUREPLUS CARD ADULT,9,0
VISUALLY IMPAIRED,44,0
NON AUDIO ADULT,217,0
NON AUDIO JUNIOR,70,0
Number of Borrowers        __________,,1
Active at this Branch:           3867,,1
----------,,1
- 7 -,,1
03/05/11                     Report: reg_active_borrow,ers2,0
Registration Branch:    4  JESMOND,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
UNUSED ADULT,25,0
UNUSED JUNIOR,2,0
UNUSED TEMPORARY TICKET,1,0
STAFF,6,0
PSEUD,12,0
CLASS VISITS,4,0
INTERNET USER,1,0
BOOKSTART,239,0
LIBRARY MAINTENANCE,8,0
18+,2260,0
UNUSED 0-5,4,0
6-13,522,0
14-15,50,0
16-17,41,0
LEISUREPLUS CARD ADULT,7,0
VISUALLY IMPAIRED,32,0
NON AUDIO ADULT,396,0
