04/01/12                     Report: reg_active_borrow,ers2
Registration Branch:    1  OUTER WEST LIBRARY,
,Number of    R
Borrower Category,Borrowers
-------- --------,---------
UNUSED ADULT,29
UNUSED JUNIOR,2
EXPIRED BORROWERS,558
STAFF,22
PSEUD,5
UNUSED BOOKFRIEND,1
MINIBUS,1
HOMES,1
CLASS VISITS,36
INTERNET USER,1
BOOKSTART,484
LIBRARY MAINTENANCE,9
LIFELONG LEARNING,1
18+,3400
UNUSED 0-5,4
6 to 13,732
14-15,81
16-17,85
LEISUREPLUS CARD ADULT,25
VISUALLY IMPAIRED,60
NON AUDIO ADULT,492
NON AUDIO JUNIOR,80
Number of Borrowers        __________,
Active at this Branch:           6109,
----------,
- 2 -,
04/01/12                     Report: reg_active_borrow,ers2
Registration Branch:    2  GOSFORTH,
,Number of    R
Borrower Category,Borrowers
-------- --------,---------
UNUSED ADULT,22
UNUSED JUNIOR,3
EXPIRED BORROWERS,875
STAFF,21
PSEUD,9
CARER,7
MINIBUS,20
CLASS VISITS,45
BOOKSTART,869
LIBRARY MAINTENANCE,5
PLAYGROUPS,2
HOUSEBOUND READER,2
UNUSED SURE START NORTH MOOR,13
LIFELONG LEARNING,5
18+,4774
UNUSED 0-5,3
6 to 13,1103
14-15,150
16-17,138
LEISUREPLUS CARD ADULT,20
VISUALLY IMPAIRED,94
LEISUREPLUS JUNIOR 6 to 15,1
NON AUDIO ADULT,560
NON AUDIO JUNIOR,70
Number of Borrowers        __________,
Active at this Branch:           8811,
----------,
- 4 -,
04/01/12                     Report: reg_active_borrow,ers2
Registration Branch:    3  FENHAM,
,Number of    R
Borrower Category,Borrowers
-------- --------,---------
UNUSED ADULT,17
EXPIRED BORROWERS,355
STAFF,12
PSEUD,15
UNUSED BOOKFRIEND,1
MINIBUS,1
CLASS VISITS,10
BOOKSTART,327
UNUSED EAZ BORN TO READ,1
LIBRARY MAINTENANCE,1
PLAYGROUPS,4
HOUSEBOUND READER,3
UNUSED SURES COWGATE BLAKELAW,3
18+,1750
UNUSED 0-5,4
6 to 13,593
14-15,100
16-17,103
LEISUREPLUS CARD ADULT,10
VISUALLY IMPAIRED,42
NON AUDIO ADULT,249
NON AUDIO JUNIOR,67
Number of Borrowers        __________,
Active at this Branch:           3668,
----------,
- 5 -,
04/01/12                     Report: reg_active_borrow,ers2
Registration Branch:    4  JESMOND,
,Number of    R
Borrower Category,Borrowers
-------- --------,---------
UNUSED ADULT,23
EXPIRED BORROWERS,364
STAFF,7
PSEUD,6
CLASS VISITS,10
BOOKSTART,191
LIBRARY MAINTENANCE,3
18+,1872
UNUSED 0-5,1
6 to 13,430
14-15,40
16-17,34
LEISUREPLUS CARD ADULT,5
VISUALLY IMPAIRED,29
NON AUDIO ADULT,309
NON AUDIO JUNIOR,7
Number of Borrowers        __________,
Active at this Branch:           3331,
----------,
- 6 -,
04/01/12                     Report: reg_active_borrow,ers2
Registration Branch:    5  KENTON,
,Number of    R
Borrower Category,Borrowers
-------- --------,---------
UNUSED ADULT,11
UNUSED JUNIOR,6
EXPIRED BORROWERS,257
STAFF,13
PSEUD,2
CARER,7
MINIBUS,6
CLASS VISITS,11
BOOKSTART,303
LIBRARY MAINTENANCE,11
UNUSED SURE START NORTH MOOR,29
