04/01/11                     Report: reg_active_borrow,ers2
Registration Branch:    1  OUTER WEST LIBRARY,
,Number of
Borrower Category,Borrowers
-------- --------,---------
UNUSED ADULT,63
UNUSED JUNIOR,4
UNUSED TEMPORARY TICKET,2
STAFF,13
UNUSED VIDEO,1
PSEUD,7
CARER,1
UNUSED BOOKFRIEND,2
MINIBUS,1
HOMES,1
CLASS VISITS,47
BOOKSTART,642
UNUSED EAZ BORN TO READ,1
LIBRARY MAINTENANCE,10
UNUSED DENTON PARK EAZ,1
UNUSED SURE START WESTGATE,1
UNUSED READING SCHEME,1
UNUSED SURES COWGATE BLAKELAW,5
UNUSED SURE START NEWBIGGIN,4
18+,4034
UNUSED 0-5,9
6-13,984
14-15,109
16-17,123
LEISUREPLUS CARD ADULT,22
VISUALLY IMPAIRED,3
LEISUREPLUS JUNIOR 6 to 15,2
NON AUDIO ADULT,465
NON AUDIO JUNIOR,95
Number of Borrowers        __________,
Active at this Branch:           6653,
----------,
- 3 -,
04/01/11                     Report: reg_active_borrow,ers2
Registration Branch:    2  GOSFORTH,
,Number of
Borrower Category,Borrowers
-------- --------,---------
UNUSED ADULT,48
UNUSED JUNIOR,6
STAFF,16
PSEUD,9
CARER,2
UNUSED BOOKFRIEND,1
MINIBUS,32
HOMES,3
UNUSED CORPORATE,1
CLASS VISITS,44
BOOKSTART,1058
LIBRARY MAINTENANCE,14
PLAYGROUPS,2
UNUSED SURE START NORTH MOOR,27
LIFELONG LEARNING,2
18+,5719
UNUSED 0-5,9
6-13,1376
14-15,196
16-17,195
LEISUREPLUS CARD ADULT,26
VISUALLY IMPAIRED,4
LEISUREPLUS JUNIOR 6 to 15,2
NON AUDIO ADULT,586
NON AUDIO JUNIOR,73
Number of Borrowers        __________,
Active at this Branch:           9451,
----------,
- 5 -,
04/01/11                     Report: reg_active_borrow,ers2
Registration Branch:    3  FENHAM,
,Number of
Borrower Category,Borrowers
-------- --------,---------
UNUSED ADULT,35
UNUSED JUNIOR,3
STAFF,10
PSEUD,7
CARER,2
UNUSED BOOKFRIEND,2
MINIBUS,2
CLASS VISITS,28
INTERNET USER,5
BOOKSTART,532
LIBRARY MAINTENANCE,5
UNUSED SURE START WESTGATE,6
UNUSED SURE START FOSSWAY,1
UNUSED READING SCHEME,1
UNUSED SURE START RIVERSIDE,11
UNUSED SURES COWGATE BLAKELAW,8
LIFELONG LEARNING,9
18+,2135
UNUSED 0-5,11
6-13,759
14-15,117
16-17,123
LEISUREPLUS CARD ADULT,8
VISUALLY IMPAIRED,2
NON AUDIO ADULT,253
NON AUDIO JUNIOR,74
Number of Borrowers        __________,
Active at this Branch:           4149,
----------,
- 7 -,
04/01/11                     Report: reg_active_borrow,ers2
Registration Branch:    4  JESMOND,
,Number of
Borrower Category,Borrowers
-------- --------,---------
UNUSED ADULT,32
UNUSED JUNIOR,32
UNUSED TEMPORARY TICKET,1
STAFF,6
PSEUD,12
CLASS VISITS,3
INTERNET USER,1
BOOKSTART,241
LIBRARY MAINTENANCE,8
PLAYGROUPS,1
UNUSED Dfee BORN TO READ,1
18+,2429
UNUSED 0-5,7
6-13,559
14-15,57
16-17,39
LEISUREPLUS CARD ADULT,5
VISUALLY IMPAIRED,1
NON AUDIO ADULT,451
NON AUDIO JUNIOR,14
Number of Borrowers        __________,
Active at this Branch:           3900,
----------,
- 8 -,
04/01/11                     Report: reg_active_borrow,ers2
Registration Branch:    5  KENTON,
,Number of
Borrower Category,Borrowers
-------- --------,---------
UNUSED ADULT,21
UNUSED JUNIOR,2
STAFF,5
PSEUD,2
CARER,2
UNUSED BOOKFRIEND,2
MINIBUS,3
BOOKSTART,270
LIBRARY MAINTENANCE,14
PLAYGROUPS,1
UNUSED SURES COWGATE BLAKELAW,2
UNUSED SURE START NEWBIGGIN,2
UNUSED SURE START NORTH MOOR,107
18+,1304
UNUSED 0-5,6
6-13,520
14-15,66
16-17,74
LEISUREPLUS CARD ADULT,4
LEISUREPLUS JUNIOR 16-17,1
LEISUREPLUS JUNIOR 6 to 15,2
NON AUDIO ADULT,296
NON AUDIO JUNIOR,62
Number of Borrowers        __________,
Active at this Branch:           2768,
----------,
- 9 -,
04/01/11                     Report: reg_active_borrow,ers2
Registration Branch:    6  WALKER,
,Number of
Borrower Category,Borrowers
-------- --------,---------
UNUSED ADULT,26
UNUSED JUNIOR,1
STAFF,3
PSEUD,3
CLASS VISITS,13
BOOKSTART,353
LIBRARY MAINTENANCE,6
PLAYGROUPS,1
UNUSED SURE START EAST,98
UNUSED SURE START FOSSWAY,25
LIFELONG LEARNING,1
18+,1150
UNUSED 0-5,2
6-13,438
14-15,42
16-17,39
LEISUREPLUS CARD ADULT,2
VISUALLY IMPAIRED,1
NON AUDIO ADULT,132
NON AUDIO JUNIOR,58
Number of Borrowers        __________,
Active at this Branch:           2394,
----------,
- 10 -,
04/01/11                     Report: reg_active_borrow,ers2
Registration Branch:    7  HIGH HEATON,
,Number of
Borrower Category,Borrowers
-------- --------,---------
UNUSED ADULT,20
UNUSED JUNIOR,4
STAFF,4
PSEUD,4
CARER,1
MINIBUS,8
CLASS VISITS,10
BOOKSTART,323
LIBRARY MAINTENANCE,2
PLAYGROUPS,1
18+,1202
UNUSED 0-5,8
6-13,328
14-15,47
16-17,44
LEISUREPLUS CARD ADULT,1
VISUALLY IMPAIRED,1
NON AUDIO ADULT,76
NON AUDIO JUNIOR,14
Number of Borrowers        __________,
Active at this Branch:           2098,
----------,
- 11 -,
04/01/11                     Report: reg_active_borrow,ers2
Registration Branch:    9  WEST END,
,Number of
Borrower Category,Borrowers
-------- --------,---------
UNUSED ADULT,25
UNUSED JUNIOR,4
STAFF,7
PSEUD,1
CARER,1
UNUSED BOOKFRIEND,1
MINIBUS,6
CLASS VISITS,39
BOOKSTART,647
LIBRARY MAINTENANCE,1
PLAYGROUPS,1
UNUSED SURE START WESTGATE,2
HOUSEBOUND READER,1
UNUSED SURE START RIVERSIDE,123
18+,1768
UNUSED 0-5,4
6-13,955
14-15,118
16-17,120
LEISUREPLUS CARD ADULT,2
VISUALLY IMPAIRED,1
NON AUDIO ADULT,966
NON AUDIO JUNIOR,227
Number of Borrowers        __________,
Active at this Branch:           5020,
----------,
- 12 -,
04/01/11                     Report: reg_active_borrow,ers2
Registration Branch:   10  ZBYKER,
,Number of
Borrower Category,Borrowers
-------- --------,---------
HOUSEBOUND READER,1
6-13,6
Number of Borrowers        __________,
Active at this Branch:              7,
----------,
- 13 -,
04/01/11                     Report: reg_active_borrow,ers2
Registration Branch:   11  NEWBIGGIN HALL,
,Number of
Borrower Category,Borrowers
-------- --------,---------
UNUSED ADULT,16
UNUSED JUNIOR,6
STAFF,1
PSEUD,19
CARER,1
CLASS VISITS,15
BOOKSTART,154
LIBRARY MAINTENANCE,5
UNUSED SURE START NEWBIGGIN,36
UNUSED SURE START NORTH MOOR,1
18+,624
UNUSED 0-5,6
6-13,372
14-15,36
16-17,39
LEISUREPLUS CARD ADULT,1
NON AUDIO ADULT,98
NON AUDIO JUNIOR,18
Number of Borrowers        __________,
Active at this Branch:           1448,
