01/09/10                     Report: reg_active_borrow,,
Registration Branch:    1  OUTER WEST LIBRARY,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
UNUSED ADULT,91,0
UNUSED JUNIOR,7,0
UNUSED TEMPORARY TICKET,1,0
STAFF,14,0
UNUSED VIDEO,1,0
PSEUD,6,0
CARER,2,0
UNUSED BOOKFRIEND,2,0
HOMES,1,0
CLASS VISITS,42,0
BOOKSTART,651,0
UNUSED EAZ BORN TO READ,1,0
LIBRARY MAINTENANCE,9,0
UNUSED DENTON PARK EAZ,1,0
UNUSED SURE START WESTGATE,2,0
UNUSED READING SCHEME,1,0
UNUSED SURES COWGATE BLAKELAW,5,0
UNUSED SURE START NEWBIGGIN,5,0
18+,4369,0
UNUSED 0-5,18,0
6-13,1107,0
14-15,125,0
16-17,152,0
LEISUREPLUS CARD ADULT,23,0
VISUALLY IMPAIRED,3,0
LEISUREPLUS JUNIOR 6 to 15,2,0
NON AUDIO ADULT,418,0
NON AUDIO JUNIOR,79,0
Number of Borrowers        __________,,1
Active at this Branch:           7138,,1
----------,,1
- 3 -,,1
01/09/10                     Report: reg_active_borrow,ers2,0
Registration Branch:    2  GOSFORTH,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
UNUSED ADULT,70,0
UNUSED JUNIOR,7,0
STAFF,15,0
PSEUD,10,0
CARER,2,0
UNUSED BOOKFRIEND,1,0
MINIBUS,33,0
HOMES,3,0
UNUSED WORKER,2,0
UNUSED CORPORATE,1,0
CLASS VISITS,30,0
BOOKSTART,1046,0
LIBRARY MAINTENANCE,13,0
PLAYGROUPS,2,0
UNUSED SURES COWGATE BLAKELAW,1,0
UNUSED SURE START NORTH MOOR,26,0
LIFELONG LEARNING,2,0
18+,6097,0
UNUSED 0-5,18,0
6-13,1541,0
14-15,221,0
16-17,221,0
LEISUREPLUS CARD ADULT,26,0
VISUALLY IMPAIRED,4,0
LEISUREPLUS JUNIOR 6 to 15,2,0
NON AUDIO ADULT,487,0
NON AUDIO JUNIOR,73,0
Number of Borrowers        __________,,1
Active at this Branch:           9954,,1
----------,,1
- 5 -,,1
01/09/10                     Report: reg_active_borrow,ers2,0
Registration Branch:    3  FENHAM,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
UNUSED ADULT,45,0
UNUSED JUNIOR,1,0
UNUSED TEMPORARY TICKET,1,0
STAFF,15,0
PSEUD,6,0
CARER,2,0
UNUSED BOOKFRIEND,1,0
MINIBUS,3,0
CLASS VISITS,29,0
INTERNET USER,5,0
BOOKSTART,459,0
LIBRARY MAINTENANCE,6,0
PLAYGROUPS,3,0
UNUSED SURE START WESTGATE,4,0
UNUSED SURE START FOSSWAY,1,0
UNUSED READING SCHEME,1,0
UNUSED SURE START RIVERSIDE,11,0
UNUSED SURES COWGATE BLAKELAW,5,0
LIFELONG LEARNING,1,0
18+,2391,0
UNUSED 0-5,15,0
6-13,826,0
14-15,148,0
16-17,133,0
LEISUREPLUS CARD ADULT,8,0
VISUALLY IMPAIRED,2,0
NON AUDIO ADULT,226,0
NON AUDIO JUNIOR,63,0
Number of Borrowers        __________,,1
Active at this Branch:           4411,,1
----------,,1
- 7 -,,1
01/09/10                     Report: reg_active_borrow,ers2,0
Registration Branch:    4  JESMOND,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
UNUSED ADULT,39,0
UNUSED JUNIOR,36,0
UNUSED TEMPORARY TICKET,1,0
STAFF,7,0
PSEUD,12,0
UNUSED WORKER,1,0
CLASS VISITS,3,0
INTERNET USER,1,0
BOOKSTART,246,0
LIBRARY MAINTENANCE,10,0
PLAYGROUPS,1,0
UNUSED Dfee BORN TO READ,1,0
UNUSED SURE START WESTGATE,1,0
UNUSED SURE START EAST,1,0
18+,2819,0
UNUSED 0-5,13,0
6-13,602,0
14-15,64,0
16-17,47,0
LEISUREPLUS CARD ADULT,6,0
VISUALLY IMPAIRED,1,0
LEISUREPLUS JUNIOR 16-17,1,0
NON AUDIO ADULT,322,0
NON AUDIO JUNIOR,11,0
Number of Borrowers        __________,,1
Active at this Branch:           4246,,1
----------,,1
- 9 -,,1
01/09/10                     Report: reg_active_borrow,ers2,0
Registration Branch:    5  KENTON,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
UNUSED ADULT,19,0
UNUSED JUNIOR,6,0
STAFF,6,0
PSEUD,2,0
CARER,2,0
UNUSED BOOKFRIEND,2,0
MINIBUS,4,0
CLASS VISITS,17,0
BOOKSTART,252,0
LIBRARY MAINTENANCE,15,0
PLAYGROUPS,2,0
UNUSED SURES COWGATE BLAKELAW,2,0
UNUSED SURE START NEWBIGGIN,2,0
UNUSED SURE START NORTH MOOR,103,0
18+,1364,0
UNUSED 0-5,7,0
6-13,562,0
14-15,82,0
16-17,94,0
LEISUREPLUS CARD ADULT,4,0
LEISUREPLUS JUNIOR 16-17,1,0
NON AUDIO ADULT,250,0
NON AUDIO JUNIOR,52,0
Number of Borrowers        __________,,1
Active at this Branch:           2850,,1
----------,,1
- 10 -,,1
01/09/10                     Report: reg_active_borrow,ers2,0
Registration Branch:    6  WALKER,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
UNUSED ADULT,28,0
UNUSED JUNIOR,2,0
STAFF,3,0
PSEUD,3,0
CLASS VISITS,10,0
BOOKSTART,284,0
LIBRARY MAINTENANCE,6,0
UNUSED SURE START EAST,108,0
UNUSED SURE START FOSSWAY,28,0
LIFELONG LEARNING,1,0
18+,1236,0
UNUSED 0-5,4,0
6-13,485,0
14-15,54,0
16-17,53,0
LEISUREPLUS CARD ADULT,3,0
VISUALLY IMPAIRED,1,0
NON AUDIO ADULT,108,0
NON AUDIO JUNIOR,46,0
Number of Borrowers        __________,,1
Active at this Branch:           2463,,1
----------,,1
- 11 -,,1
01/09/10                     Report: reg_active_borrow,ers2,0
Registration Branch:    7  HIGH HEATON,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
UNUSED ADULT,34,0
UNUSED JUNIOR,4,0
STAFF,4,0
PSEUD,3,0
CARER,1,0
MINIBUS,9,0
CLASS VISITS,7,0
BOOKSTART,300,0
LIBRARY MAINTENANCE,2,0
UNUSED READING SCHEME,1,0
18+,1271,0
UNUSED 0-5,12,0
6-13,365,0
14-15,59,0
16-17,55,0
LEISUREPLUS CARD ADULT,1,0
VISUALLY IMPAIRED,1,0
NON AUDIO ADULT,61,0
NON AUDIO JUNIOR,9,0
Number of Borrowers        __________,,1
Active at this Branch:           2199,,1
----------,,1
- 12 -,,1
01/09/10                     Report: reg_active_borrow,ers2,0
Registration Branch:    9  WEST END,,1
,Number of,1
