02/12/09                     Report: reg_active_borrow,ers2
Registration Branch:    1  OUTER WEST LIBRARY,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,149
JUNIOR,11
TEMPORARY TICKET,2
STAFF,17
VIDEO,2
PSEUD,4
CARER,3
BOOKFRIEND,3
HOMES,1
CLASS VISITS,42
BOOKSTART,622
LIBRARY MAINTENANCE,8
SURE START WESTGATE,1
READING SCHEME,1
SURE START RIVERSIDE,2
SURE START COWGATE AND BLAKELAW,6
SURE START NEWBIGGIN HALL,11
SURE START NORTH MOOR,2
LIFELONG LEARNING,1
18+,4935
0-5,40
6-13,1073
14-15,157
16-17,171
LEISUREPLUS CARD ADULT,22
VISUALLY IMPAIRED,4
LEISUREPLUS JUNIOR 6 to 15,2
NON AUDIO ADULT,70
NON AUDIO JUNIOR,5
Number of Borrowers        __________,
Active at this Branch:           7367,
----------,
- 3 -,
02/12/09                     Report: reg_active_borrow,ers2
Registration Branch:    2  GOSFORTH,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,102
JUNIOR,10
TEMPORARY TICKET,1
STAFF,17
PSEUD,10
CARER,4
BOOKFRIEND,1
MINIBUS,27
HOMES,1
WORKER,1
CORPORATE,1
CLASS VISITS,36
BOOKSTART,1127
LIBRARY MAINTENANCE,13
PLAYGROUPS,1
SURE START COWGATE AND BLAKELAW,1
SURE START NORTH MOOR,47
LIFELONG LEARNING,1
18+,6822
0-5,22
6-13,1684
14-15,248
16-17,225
LEISUREPLUS CARD ADULT,24
VISUALLY IMPAIRED,4
LEISUREPLUS JUNIOR 6 to 15,2
NON AUDIO ADULT,62
NON AUDIO JUNIOR,7
Number of Borrowers        __________,
Active at this Branch:          10501,
----------,
- 5 -,
02/12/09                     Report: reg_active_borrow,ers2
Registration Branch:    3  FENHAM,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,77
JUNIOR,14
TEMPORARY TICKET,1
STAFF,13
PSEUD,7
CARER,3
BOOKFRIEND,1
MINIBUS,2
WORKER,1
CLASS VISITS,28
BOOKSTART,480
