Active borrowers on 09/01/2007,
Registration Branch:    1  OUTER WEST LIBRARY,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,171
JUNIOR,45
TEMPORARY TICKET,17
STAFF,10
VIDEO,3
PSEUD,4
CARER,4
BOOKFRIEND,4
CLASS VISITS,30
BOOKSTART,497
LIBRARY MAINTENANCE,8
SURE START WESTGATE,1
HOUSEBOUND READER,1
SURE START COWGATE AND BLAKELAW,8
SURE START NEWBIGGIN HALL,12
LIFELONG LEARNING,2
18+,3878
0-5,13
6-13,972
14-15,110
16-17,99
Number of Borrowers        __________,
Active at this Branch:           5889,
----------,
- 2 -,
09/01/07                     Report: reg_active_borrow,ers
Registration Branch:    2  GOSFORTH,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,240
JUNIOR,37
UNREGISTERED BORROWER,1
TEMPORARY TICKET,8
STAFF,9
PSEUD,4
CARER,5
BOOKFRIEND,1
MINIBUS,30
HOMES,2
WORKER,4
CORPORATE,1
CLASS VISITS,12
BOOKSTART,730
LIBRARY MAINTENANCE,12
RESERVATIONS,1
SURE START EAST,1
SURE START ARMSTRONG,1
SURE START NEWBIGGIN HALL,1
SURE START NORTH MOOR,34
18+,4566
0-5,7
6-13,1058
14-15,129
16-17,106
Number of Borrowers        __________,
Active at this Branch:           7000,
----------,
- 4 -,
09/01/07                     Report: reg_active_borrow,ers
Registration Branch:    3  FENHAM,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,139
JUNIOR,33
TEMPORARY TICKET,40
STAFF,8
PSEUD,7
CARER,2
BOOKFRIEND,2
MINIBUS,1
WORKER,2
CLASS VISITS,12
BOOKSTART,341
EAZ BORN TO READ,3
LIBRARY MAINTENANCE,3
SURE START WESTGATE,15
SURE START EAST,2
SURE START FOSSWAY,1
SURE START ARMSTRONG,16
SURE START COWGATE AND BLAKELAW,18
SURE START NEWBIGGIN HALL,2
SURE START NORTH MOOR,1
18+,1901
0-5,11
6-13,653
14-15,81
16-17,89
Number of Borrowers        __________,
Active at this Branch:           3383,
----------,
- 6 -,
09/01/07                     Report: reg_active_borrow,ers
Registration Branch:    4  JESMOND,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,95
JUNIOR,31
TEMPORARY TICKET,11
STAFF,8
PSEUD,8
CARER,1
BOOKFRIEND,1
CLASS VISITS,3
BOOKSTART,332
EAZ BORN TO READ,1
LIBRARY MAINTENANCE,8
PLAYGROUPS,1
Dfee BORN TO READ,1
SAINSBURYS BORN TO READ,9
SURE START WESTGATE,3
SURE START EAST,4
SURE START FOSSWAY,1
SURE START COWGATE AND BLAKELAW,2
SURE START NORTH MOOR,4
18+,2514
0-5,6
6-13,472
14-15,55
16-17,43
Number of Borrowers        __________,
Active at this Branch:           3614,
----------,
- 8 -,
09/01/07                     Report: reg_active_borrow,ers
Registration Branch:    5  KENTON,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,44
JUNIOR,10
STAFF,2
CARER,3
MINIBUS,7
CLASS VISITS,14
BOOKSTART,135
LIBRARY MAINTENANCE,8
PLAYGROUPS,1
SURE START WESTGATE,1
SURE START COWGATE AND BLAKELAW,10
SURE START NEWBIGGIN HALL,1
SURE START NORTH MOOR,171
18+,1327
0-5,1
6-13,514
14-15,87
16-17,99
Number of Borrowers        __________,
Active at this Branch:           2435,
----------,
Registration Branch:    6  WALKER,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,49
JUNIOR,14
TEMPORARY TICKET,2
STAFF,4
PSEUD,3
MINIBUS,1
WORKER,1
CORPORATE,1
CLASS VISITS,5
BOOKSTART,75
SURE START EAST,202
SURE START FOSSWAY,75
SURE START NORTH MOOR,2
18+,1110
0-5,5
6-13,378
14-15,30
16-17,42
Number of Borrowers        __________,
Active at this Branch:           1999,
----------,
- 10 -,
09/01/07                     Report: reg_active_borrow,ers
