02/11/09                     Report: reg_active_borrow,ers2
Registration Branch:    1  OUTER WEST LIBRARY,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,154
JUNIOR,11
TEMPORARY TICKET,2
STAFF,17
VIDEO,2
PSEUD,4
CARER,3
BOOKFRIEND,4
CLASS VISITS,44
BOOKSTART,627
LIBRARY MAINTENANCE,8
SURE START WESTGATE,1
READING SCHEME,1
SURE START RIVERSIDE,2
SURE START COWGATE AND BLAKELAW,6
SURE START NEWBIGGIN HALL,11
SURE START NORTH MOOR,2
LIFELONG LEARNING,1
18+,4978
0-5,38
6-13,1076
14-15,170
16-17,164
LEISUREPLUS CARD ADULT,22
VISUALLY IMPAIRED,4
LEISUREPLUS JUNIOR 6 to 15,2
NON AUDIO ADULT,9
Number of Borrowers        __________,
Active at this Branch:           7363,
----------,
- 3 -,
02/11/09                     Report: reg_active_borrow,ers2
Registration Branch:    2  GOSFORTH,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,109
JUNIOR,11
TEMPORARY TICKET,1
STAFF,15
PSEUD,10
CARER,4
BOOKFRIEND,1
MINIBUS,27
HOMES,1
WORKER,1
CORPORATE,1
CLASS VISITS,36
BOOKSTART,1128
LIBRARY MAINTENANCE,13
PLAYGROUPS,1
SURE START COWGATE AND BLAKELAW,1
SURE START NORTH MOOR,49
LIFELONG LEARNING,1
18+,6898
0-5,21
6-13,1702
14-15,251
16-17,229
LEISUREPLUS CARD ADULT,24
VISUALLY IMPAIRED,4
LEISUREPLUS JUNIOR 6 to 15,2
NON AUDIO ADULT,7
Number of Borrowers        __________,
Active at this Branch:          10548,
----------,
- 5 -,
02/11/09                     Report: reg_active_borrow,ers2
Registration Branch:    3  FENHAM,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,81
JUNIOR,17
TEMPORARY TICKET,3
STAFF,12
PSEUD,7
CARER,3
BOOKFRIEND,1
MINIBUS,2
WORKER,1
CLASS VISITS,28
BOOKSTART,484
LIBRARY MAINTENANCE,6
PLAYGROUPS,3
SURE START WESTGATE,10
SURE START EAST,1
HOUSEBOUND READER,1
SURE START RIVERSIDE,17
SURE START COWGATE AND BLAKELAW,13
LIFELONG LEARNING,2
18+,2787
0-5,24
6-13,878
14-15,146
16-17,123
LEISUREPLUS CARD ADULT,4
VISUALLY IMPAIRED,1
NON AUDIO ADULT,4
Number of Borrowers        __________,
Active at this Branch:           4659,
----------,
- 7 -,
02/11/09                     Report: reg_active_borrow,ers2
Registration Branch:    4  JESMOND,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,85
JUNIOR,10
TEMPORARY TICKET,1
STAFF,9
PSEUD,11
WORKER,2
CLASS VISITS,2
BOOKSTART,272
LIBRARY MAINTENANCE,9
PLAYGROUPS,1
SURE START WESTGATE,2
18+,3639
0-5,19
6-13,634
14-15,66
16-17,59
LEISUREPLUS CARD ADULT,8
VISUALLY IMPAIRED,1
NON AUDIO ADULT,1
Number of Borrowers        __________,
Active at this Branch:           4831,
----------,
- 8 -,
02/11/09                     Report: reg_active_borrow,ers2
Registration Branch:    5  KENTON,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,33
JUNIOR,10
TEMPORARY TICKET,1
STAFF,4
PSEUD,2
CARER,2
BOOKFRIEND,2
MINIBUS,4
CLASS VISITS,16
BOOKSTART,257
LIBRARY MAINTENANCE,16
PLAYGROUPS,2
SURE START COWGATE AND BLAKELAW,7
SURE START NEWBIGGIN HALL,3
SURE START NORTH MOOR,172
18+,1518
0-5,7
6-13,563
14-15,85
16-17,84
LEISUREPLUS CARD ADULT,3
NON AUDIO ADULT,7
Number of Borrowers        __________,
Active at this Branch:           2798,
----------,
- 9 -,
02/11/09                     Report: reg_active_borrow,ers2
Registration Branch:    6  WALKER,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,35
JUNIOR,7
STAFF,3
PSEUD,3
CARER,1
WORKER,1
CLASS VISITS,21
BOOKSTART,246
LIBRARY MAINTENANCE,10
SURE START EAST,137
SURE START FOSSWAY,55
LIFELONG LEARNING,1
18+,1457
0-5,7
6-13,511
14-15,66
16-17,52
LEISUREPLUS CARD ADULT,3
LEISUREPLUS JUNIOR 6 to 15,1
NON AUDIO ADULT,2
Number of Borrowers        __________,
Active at this Branch:           2619,
----------,
- 10 -,
02/11/09                     Report: reg_active_borrow,ers2
Registration Branch:    7  HIGH HEATON,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,86
JUNIOR,12
STAFF,4
PSEUD,10
CARER,1
MINIBUS,10
CLASS VISITS,9
BOOKSTART,295
LIBRARY MAINTENANCE,3
READING SCHEME,1
18+,1451
0-5,24
6-13,441
14-15,64
16-17,68
LEISUREPLUS CARD ADULT,1
VISUALLY IMPAIRED,1
NON AUDIO ADULT,1
Number of Borrowers        __________,
Active at this Branch:           2482,
----------,
- 11 -,
02/11/09                     Report: reg_active_borrow,ers2
Registration Branch:    8  ZHEATON,
,Number of
Borrower Category,Borrowers
-------- --------,---------
18+,1
Number of Borrowers        __________,
Active at this Branch:              1,
----------,
- 12 -,
02/11/09                     Report: reg_active_borrow,ers2
Registration Branch:    9  BENWELL,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,39
JUNIOR,8
STAFF,6
PSEUD,1
CARER,2
BOOKFRIEND,7
MINIBUS,11
CLASS VISITS,47
INTERNET USER,7
BOOKSTART,468
EAZ BORN TO READ,1
PLAYGROUPS,1
SURE START WESTGATE,10
HOUSEBOUND READER,1
SURE START RIVERSIDE,289
SURE START COWGATE AND BLAKELAW,3
SURE START NEWBIGGIN HALL,1
18+,2798
0-5,22
6-13,1396
14-15,150
16-17,179
NON AUDIO ADULT,13
Number of Borrowers        __________,
Active at this Branch:           5460,
----------,
- 13 -,
02/11/09                     Report: reg_active_borrow,ers2
Registration Branch:   10  ZBYKER,
,Number of
Borrower Category,Borrowers
-------- --------,---------
HOUSEBOUND READER,1
6-13,5
Number of Borrowers        __________,
Active at this Branch:              6,
----------,
- 14 -,
02/11/09                     Report: reg_active_borrow,ers2
Registration Branch:   11  NEWBIGGIN HALL,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,29
JUNIOR,7
STAFF,2
PSEUD,2
BOOKFRIEND,2
HOMES,1
CLASS VISITS,9
BOOKSTART,123
LIBRARY MAINTENANCE,3
NEWBIGGIN HALL EAZ,1
SURE START COWGATE AND BLAKELAW,1
SURE START NEWBIGGIN HALL,84
SURE START NORTH MOOR,3
18+,748
0-5,15
6-13,408
14-15,54
16-17,52
LEISUREPLUS CARD ADULT,1
NON AUDIO ADULT,2
Number of Borrowers        __________,
Active at this Branch:           1547,
----------,
- 15 -,
02/11/09                     Report: reg_active_borrow,ers2
Registration Branch:   12  NEWBURN,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,53
JUNIOR,9
STAFF,4
PSEUD,34
CLASS VISITS,2
INTERNET USER,1
BOOKSTART,146
LIBRARY MAINTENANCE,3
SURE START WESTGATE,1
18+,856
0-5,6
6-13,233
14-15,32
16-17,48
LEISUREPLUS CARD ADULT,2
Number of Borrowers        __________,
Active at this Branch:           1430,
----------,
- 16 -,
02/11/09                     Report: reg_active_borrow,ers2
Registration Branch:   13  BLAKELAW,
,Number of
Borrower Category,Borrowers
-------- --------,---------
ADULT,13
JUNIOR,5
PSEUD,1
CLASS VISITS,12
