Number of Active Borrowers 02/10/06,,
Registration Branch:    1  OUTER WEST LIBRARY,,
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,165,0
JUNIOR,60,0
TEMPORARY TICKET,17,0
STAFF,10,0
VIDEO,4,0
PSEUD,5,0
CARER,3,0
BOOKFRIEND,2,0
MINIBUS,1,0
CLASS VISITS,40,0
BOOKSTART,490,0
EAZ BORN TO READ,1,0
LIBRARY MAINTENANCE,9,0
SURE START WESTGATE,1,0
HOUSEBOUND READER,1,0
SURE START ARMSTRONG,1,0
SURE START COWGATE AND BLAKELAW,9,0
SURE START NEWBIGGIN HALL,10,0
SURE START NORTH MOOR,1,0
LIFELONG LEARNING,2,0
18+,3992,0
0-5,10,0
6-13,1011,0
14-15,119,0
16-17,99,0
- 2 -,,1
02/10/06                     Report: reg_active_borrow,ers,0
Number of Borrowers        __________,,1
Active at this Branch:           6063,,1
----------,,1
- 3 -,,1
02/10/06                     Report: reg_active_borrow,ers,0
Registration Branch:    2  GOSFORTH,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,303,0
JUNIOR,48,0
UNREGISTERED BORROWER,1,0
TEMPORARY TICKET,6,0
STAFF,9,0
PSEUD,4,0
CARER,6,0
BOOKFRIEND,1,0
MINIBUS,31,0
HOMES,1,0
WORKER,6,0
CORPORATE,1,0
CLASS VISITS,11,0
BOOKSTART,696,0
LIBRARY MAINTENANCE,14,0
RESERVATIONS,1,0
SURE START EAST,1,0
SURE START ARMSTRONG,1,0
SURE START NEWBIGGIN HALL,1,0
SURE START NORTH MOOR,30,0
LIFELONG LEARNING,1,0
18+,4758,0
0-5,8,0
6-13,1105,0
14-15,143,0
16-17,124,0
- 4 -,,1
02/10/06                     Report: reg_active_borrow,ers,0
Number of Borrowers        __________,,1
Active at this Branch:           7311,,1
----------,,1
- 5 -,,1
02/10/06                     Report: reg_active_borrow,ers,0
Registration Branch:    3  FENHAM,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,148,0
JUNIOR,42,0
TEMPORARY TICKET,22,0
STAFF,7,0
PSEUD,6,0
CARER,2,0
BOOKFRIEND,2,0
MINIBUS,1,0
WORKER,2,0
CLASS VISITS,13,0
BOOKSTART,338,0
EAZ BORN TO READ,2,0
LIBRARY MAINTENANCE,2,0
SURE START WESTGATE,12,0
SURE START EAST,2,0
SURE START FOSSWAY,1,0
SURE START ARMSTRONG,7,0
SURE START COWGATE AND BLAKELAW,12,0
SURE START NEWBIGGIN HALL,4,0
18+,1845,0
0-5,10,0
6-13,662,0
14-15,81,0
16-17,88,0
- 6 -,,1
02/10/06                     Report: reg_active_borrow,ers,0
Number of Borrowers        __________,,1
Active at this Branch:           3311,,1
----------,,1
- 7 -,,1
02/10/06                     Report: reg_active_borrow,ers,0
Registration Branch:    4  JESMOND,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,119,0
JUNIOR,39,0
TEMPORARY TICKET,8,0
STAFF,9,0
PSEUD,8,0
CARER,1,0
BOOKFRIEND,1,0
CLASS VISITS,3,0
BOOKSTART,329,0
EAZ BORN TO READ,3,0
LIBRARY MAINTENANCE,7,0
PLAYGROUPS,1,0
Dfee BORN TO READ,2,0
SAINSBURYS BORN TO READ,9,0
SURE START WESTGATE,6,0
SURE START EAST,3,0
SURE START FOSSWAY,1,0
SURE START COWGATE AND BLAKELAW,2,0
SURE START NEWBIGGIN HALL,1,0
SURE START NORTH MOOR,4,0
18+,2431,0
0-5,5,0
6-13,466,0
14-15,54,0
16-17,42,0
- 8 -,,1
02/10/06                     Report: reg_active_borrow,ers,0
Number of Borrowers        __________,,1
Active at this Branch:           3554,,1
----------,,1
- 9 -,,1
02/10/06                     Report: reg_active_borrow,ers,0
Registration Branch:    5  KENTON,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,56,0
JUNIOR,19,0
STAFF,3,0
CARER,3,0
MINIBUS,7,0
CLASS VISITS,3,0
BOOKSTART,133,0
LIBRARY MAINTENANCE,8,0
PLAYGROUPS,1,0
SURE START COWGATE AND BLAKELAW,2,0
SURE START NEWBIGGIN HALL,2,0
SURE START NORTH MOOR,147,0
18+,1352,0
0-5,1,0
6-13,531,0
14-15,135,0
16-17,124,0
Number of Borrowers        __________,,1
Active at this Branch:           2527,,1
----------,,1
- 10 -,,1
02/10/06                     Report: reg_active_borrow,ers,0
Registration Branch:    6  WALKER,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,101,0
JUNIOR,21,0
TEMPORARY TICKET,4,0
STAFF,5,0
PSEUD,5,0
MINIBUS,5,0
WORKER,1,0
CORPORATE,1,0
CLASS VISITS,5,0
BOOKSTART,78,0
SURE START EAST,206,0
SURE START FOSSWAY,78,0
SURE START NORTH MOOR,2,0
18+,1097,0
0-5,4,0
6-13,381,0
14-15,41,0
16-17,43,0
Number of Borrowers        __________,,1
Active at this Branch:           2078,,1
----------,,1
- 11 -,,1
02/10/06                     Report: reg_active_borrow,ers,0
