01/03/10                     Report: reg_active_borro,,
Registration Branch:    1  OUTER WEST LIBRARY,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,137,0
JUNIOR,10,0
TEMPORARY TICKET,1,0
STAFF,18,0
VIDEO,1,0
PSEUD,6,0
CARER,2,0
BOOKFRIEND,3,0
HOMES,1,0
CLASS VISITS,43,0
BOOKSTART,595,0
EAZ BORN TO READ,1,0
LIBRARY MAINTENANCE,8,0
SURE START WESTGATE,1,0
READING SCHEME,1,0
SURE START RIVERSIDE,2,0
SURE START COWGATE AND BLAKELAW,3,0
SURE START NEWBIGGIN HALL,10,0
SURE START NORTH MOOR,1,0
18+,4906,0
0-5,40,0
6-13,1081,0
14-15,155,0
16-17,174,0
LEISUREPLUS CARD ADULT,23,0
VISUALLY IMPAIRED,4,0
LEISUREPLUS JUNIOR 6 to 15,2,0
NON AUDIO ADULT,167,0
NON AUDIO JUNIOR,21,0
Number of Borrowers        __________,,1
Active at this Branch:           7417,,1
----------,,1
- 3 -,,1
01/03/10                     Report: reg_active_borro,wers2,0
Registration Branch:    2  GOSFORTH,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,101,0
JUNIOR,10,0
STAFF,17,0
PSEUD,9,0
CARER,4,0
BOOKFRIEND,1,0
MINIBUS,29,0
HOMES,2,0
WORKER,1,0
CORPORATE,1,0
CLASS VISITS,35,0
BOOKSTART,1090,0
LIBRARY MAINTENANCE,13,0
PLAYGROUPS,1,0
SURE START COWGATE AND BLAKELAW,2,0
SURE START NORTH MOOR,41,0
LIFELONG LEARNING,1,0
18+,6641,0
0-5,24,0
6-13,1636,0
14-15,237,0
16-17,215,0
LEISUREPLUS CARD ADULT,25,0
VISUALLY IMPAIRED,4,0
LEISUREPLUS JUNIOR 6 to 15,2,0
NON AUDIO ADULT,175,0
NON AUDIO JUNIOR,22,0
Number of Borrowers        __________,,1
Active at this Branch:          10339,,1
----------,,1
- 5 -,,1
01/03/10                     Report: reg_active_borro,wers2,0
Registration Branch:    3  FENHAM,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,65,0
JUNIOR,13,0
TEMPORARY TICKET,1,0
STAFF,13,0
PSEUD,5,0
CARER,3,0
BOOKFRIEND,1,0
MINIBUS,2,0
WORKER,1,0
CLASS VISITS,28,0
BOOKSTART,447,0
LIBRARY MAINTENANCE,7,0
PLAYGROUPS,3,0
SURE START WESTGATE,8,0
SURE START EAST,1,0
SURE START FOSSWAY,1,0
HOUSEBOUND READER,1,0
SURE START RIVERSIDE,13,0
SURE START COWGATE AND BLAKELAW,11,0
LIFELONG LEARNING,1,0
18+,2703,0
0-5,23,0
6-13,853,0
14-15,143,0
16-17,127,0
LEISUREPLUS CARD ADULT,6,0
VISUALLY IMPAIRED,1,0
NON AUDIO ADULT,81,0
NON AUDIO JUNIOR,2,0
Number of Borrowers        __________,,1
Active at this Branch:           4564,,1
----------,,1
- 7 -,,1
01/03/10                     Report: reg_active_borro,wers2,0
Registration Branch:    4  JESMOND,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,69,0
JUNIOR,9,0
STAFF,9,0
PSEUD,10,0
WORKER,2,0
CLASS VISITS,3,0
BOOKSTART,263,0
LIBRARY MAINTENANCE,9,0
PLAYGROUPS,1,0
SURE START WESTGATE,2,0
SURE START EAST,1,0
18+,3398,0
0-5,15,0
6-13,632,0
14-15,68,0
16-17,56,0
LEISUREPLUS CARD ADULT,7,0
VISUALLY IMPAIRED,2,0
LEISUREPLUS JUNIOR 16-17,1,0
NON AUDIO ADULT,118,0
NON AUDIO JUNIOR,3,0
Number of Borrowers        __________,,1
Active at this Branch:           4678,,1
----------,,1
- 8 -,,1
01/03/10                     Report: reg_active_borro,wers2,0
Registration Branch:    5  KENTON,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,28,0
JUNIOR,10,0
STAFF,4,0
PSEUD,2,0
CARER,2,0
BOOKFRIEND,2,0
MINIBUS,4,0
CLASS VISITS,18,0
BOOKSTART,259,0
LIBRARY MAINTENANCE,14,0
PLAYGROUPS,1,0
SURE START COWGATE AND BLAKELAW,5,0
SURE START NEWBIGGIN HALL,3,0
SURE START NORTH MOOR,144,0
18+,1497,0
0-5,4,0
6-13,545,0
14-15,87,0
16-17,88,0
LEISUREPLUS CARD ADULT,4,0
LEISUREPLUS JUNIOR 16-17,1,0
NON AUDIO ADULT,105,0
NON AUDIO JUNIOR,13,0
Number of Borrowers        __________,,1
Active at this Branch:           2840,,1
----------,,1
- 9 -,,1
01/03/10                     Report: reg_active_borro,wers2,0
Registration Branch:    6  WALKER,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,29,0
JUNIOR,5,0
STAFF,3,0
PSEUD,3,0
CARER,1,0
WORKER,1,0
CLASS VISITS,22,0
BOOKSTART,232,0
LIBRARY MAINTENANCE,9,0
SURE START EAST,99,0
SURE START FOSSWAY,43,0
LIFELONG LEARNING,1,0
18+,1398,0
0-5,7,0
6-13,504,0
14-15,64,0
16-17,55,0
LEISUREPLUS CARD ADULT,3,0
LEISUREPLUS JUNIOR 6 to 15,1,0
NON AUDIO ADULT,44,0
NON AUDIO JUNIOR,5,0
Number of Borrowers        __________,,1
Active at this Branch:           2529,,1
----------,,1
- 10 -,,1
01/03/10                     Report: reg_active_borro,wers2,0
Registration Branch:    7  HIGH HEATON,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,76,0
JUNIOR,4,0
STAFF,3,0
PSEUD,7,0
CARER,2,0
MINIBUS,9,0
CLASS VISITS,10,0
BOOKSTART,272,0
LIBRARY MAINTENANCE,2,0
READING SCHEME,1,0
18+,1358,0
0-5,23,0
6-13,402,0
14-15,59,0
16-17,69,0
LEISUREPLUS CARD ADULT,1,0
VISUALLY IMPAIRED,1,0
NON AUDIO ADULT,20,0
NON AUDIO JUNIOR,2,0
Number of Borrowers        __________,,1
Active at this Branch:           2321,,1
----------,,1
- 11 -,,1
01/03/10                     Report: reg_active_borro,wers2,0
Registration Branch:    9  BENWELL,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,35,0
JUNIOR,9,0
STAFF,7,0
PSEUD,1,0
CARER,2,0
BOOKFRIEND,4,0
MINIBUS,9,0
CLASS VISITS,50,0
INTERNET USER,5,0
BOOKSTART,526,0
EAZ BORN TO READ,1,0
PLAYGROUPS,1,0
SURE START WESTGATE,9,0
SURE START EAST,1,0
SURE START RIVERSIDE,215,0
SURE START COWGATE AND BLAKELAW,2,0
SURE START NEWBIGGIN HALL,1,0
